Site	id	Date	Trip	Year	Fish	Number	Size	a	b	biomass_g	biomass_kg	individual_biomass_kg
Julian Rock False Trench	JT_T5_31May16	31/05/2016 00:00	Sum2016	2016	Prionurus maculatus	100	40	0.029053025	2.992739614	181025.4998	181.0254998	1.810254998
Julian Rock False Trench	JT_T5_31May16	31/05/2016 00:00	Sum2016	2016	Siganus fuscescens	50	24	0.010902526	3.154186078	12300.99407	12.30099407	0.246019881
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Parma polylepis	1	21	0.02391472	3.082	284.2792538	0.284279254	0.284279254
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Parma polylepis	1	20	0.02391472	3.082	244.5905913	0.244590591	0.244590591
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Parma polylepis	1	22	0.02391472	3.082	328.1043609	0.328104361	0.328104361
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Stegastes gascoynei	5	14	0.065148565	2.740514395	450.6664624	0.450666462	0.090133292
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Stegastes gascoynei	10	13	0.065148565	2.740514395	735.6693248	0.735669325	0.073566932
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Stegastes gascoynei	3	12	0.065148565	2.740514395	177.2302499	0.17723025	0.05907675
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pempheris compressa	1	12	0.02511985	3	43.4071008	0.043407101	0.043407101
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	1	6	0.0123	3.076999903	3.049835525	0.003049836	0.003049836
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	1	22	0.0123	3.076999903	166.1650014	0.166165001	0.166165001
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	2	20	0.0123	3.076999903	247.8587544	0.247858754	0.123929377
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	3	18	0.0123	3.076999903	268.8436159	0.268843616	0.089614539
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	2	32	0.0123	3.076999903	1052.643783	1.052643783	0.526321891
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	1	30	0.0123	3.076999903	431.526086	0.431526086	0.431526086
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	4	16	0.0123	3.076999903	249.4836895	0.249483689	0.062370922
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	1	26	0.0123	3.076999903	277.8292402	0.27782924	0.27782924
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	2	28	0.0123	3.076999903	697.9755578	0.697975558	0.348987779
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	1	27	0.0123	3.076999903	312.040712	0.312040712	0.312040712
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	3	16	0.0123	3.076999903	187.1127671	0.187112767	0.062370922
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	5	24	0.0123	3.076999903	1085.88781	1.08588781	0.217177562
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	2	8	0.00761	3.105000019	9.694135615	0.009694136	0.004847068
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	2	10	0.00761	3.105000019	19.38271826	0.019382718	0.009691359
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	1	11	0.00761	3.105000019	13.02893675	0.013028937	0.013028937
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	1	6	0.00761	3.105000019	1.984012096	0.001984012	0.001984012
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus bankanensis	2	4	0.0135	3.312	2.66309375	0.002663094	0.001331547
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus bankanensis	1	6	0.0135	3.312	5.100006267	0.005100006	0.005100006
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus bankanensis	1	2	0.0135	3.312	0.134074169	0.000134074	0.000134074
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lunare	1	22	0.018300001	2.861999989	127.1934656	0.127193466	0.127193466
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus coelestis	12	5	0.037	2.630000114	30.59667033	0.03059667	0.002549723
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus coelestis	2	6	0.037	2.630000114	8.237010183	0.00823701	0.004118505
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus coelestis	1	4	0.037	2.630000114	1.417815029	0.001417815	0.001417815
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon citrinellus	1	12	0.040899999	2.790999889	42.04535662	0.042045357	0.042045357
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon citrinellus	1	13	0.040899999	2.790999889	52.57013292	0.052570133	0.052570133
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectroglyphidodon dickii	2	6	0.0612	2.746999979	16.80207383	0.016802074	0.008401037
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectroglyphidodon dickii	1	9	0.0612	2.746999979	25.58913338	0.025589133	0.025589133
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectroglyphidodon dickii	1	7	0.0612	2.746999979	12.83026784	0.012830268	0.012830268
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectroglyphidodon dickii	1	5	0.0612	2.746999979	5.091221733	0.005091222	0.005091222
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus wardi	1	8	0.0135	3.312	13.22415118	0.013224151	0.013224151
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon vagabundus	2	14	0.027760001	2.973459959	142.0415143	0.142041514	0.071020757
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Zanclus cornutus	1	12	0.017200001	3.171000004	45.45819602	0.045458196	0.045458196
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Zanclus cornutus	2	13	0.017200001	3.171000004	117.1852179	0.117185218	0.058592609
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectroglyphidodon johnstonianus	1	7	0.0612	2.63499999	10.31774409	0.010317744	0.010317744
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Anampses geographicus	1	14	0.01466267	3	40.23436648	0.040234366	0.040234366
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Anampses geographicus	1	13	0.01466267	3	32.21388599	0.032213886	0.032213886
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	1	7	0.017459254	2.956821535	5.50591845	0.005505918	0.005505918
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pempheris affinis	18	16	0.02511985	3	1852.036301	1.852036301	0.102890906
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pempheris affinis	13	12	0.02511985	3	564.2923104	0.56429231	0.043407101
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pempheris affinis	2	14	0.02511985	3	137.8577368	0.137857737	0.068928868
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Cheilodactylus vestitus	1	33	0.016	2.989	553.2967879	0.553296788	0.553296788
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Cheilodactylus vestitus	1	34	0.016	2.989	604.9374422	0.604937442	0.604937442
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	1	4	0.017459254	2.956821535	1.052469789	0.00105247	0.00105247
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres hortulanus	1	9	0.014848915	3	10.82485898	0.010824859	0.010824859
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres hortulanus	1	17	0.014848915	3	72.95271904	0.072952719	0.072952719
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Scarus niger	1	7	0.01335	3.159960032	6.251112059	0.006251112	0.006251112
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Macropharyngodon meleagris	1	12	0.01851852	3	32.00000256	0.032000003	0.032000003
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma amblycephalum	4	10	0.009548105	3	38.1924212	0.038192421	0.009548105
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma amblycephalum	2	8	0.009548105	3	9.777259827	0.00977726	0.00488863
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pterocaesio digramma	16	25	0.00794	3.282999992	4936.02691	4.93602691	0.308501682
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus australis	2	5	0.0586	2.683	8.795572916	0.008795573	0.004397786
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus australis	1	4	0.0586	2.683	2.416710187	0.00241671	0.00241671
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Abudefduf whitleyi	7	14	0.01781665	3	342.2222084	0.342222208	0.048888887
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Abudefduf whitleyi	1	19	0.01781665	3	122.2044006	0.122204401	0.122204401
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	13	0.011226126	3	24.66379881	0.024663799	0.024663799
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	14	0.011226126	3	30.80448972	0.03080449	0.03080449
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	8	0.011226126	3	5.747776508	0.005747777	0.005747777
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Abudefduf vaigiensis	2	15	0.029999999	2.799999952	117.8166609	0.117816661	0.05890833
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Abudefduf vaigiensis	2	14	0.029999999	2.799999952	97.12022635	0.097120226	0.048560113
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Sufflamen chrysopterum	1	16	0.0153	3.15199995	95.51631495	0.095516315	0.095516315
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Melichthys vidua	1	18	0.0058	3.553999901	167.7514747	0.167751475	0.167751475
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lunare	1	13	0.018300001	2.861999989	28.21999711	0.028219997	0.028219997
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Schuettea scalaripinnis	3	13	0.03	2.8	118.3815156	0.118381516	0.039460505
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	1	14	0.044	2.812000036	73.51310253	0.073513103	0.073513103
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	1	19	0.044	2.812000036	173.5033427	0.173503343	0.173503343
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	5	20	0.044	2.812000036	1002.118486	1.002118486	0.200423697
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Parma oligolepis	1	18	0.03787507	3	220.8874082	0.220887408	0.220887408
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Canthigaster valentini	1	7	0.072899997	2.5	9.4508879	0.009450888	0.009450888
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Gomphosus varius	1	7	0.02437	2.702689886	4.686983779	0.004686984	0.004686984
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Gomphosus varius	1	14	0.02437	2.702689886	30.51294844	0.030512948	0.030512948
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Naso lituratus	1	22	0.049699999	2.838999987	321.7320723	0.321732072	0.321732072
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Naso unicornis	3	24	0.021600001	2.987999916	862.2755893	0.862275589	0.287425196
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Naso unicornis	1	25	0.021600001	2.987999916	324.7120392	0.324712039	0.324712039
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Stethojulis bandanensis	1	13	0.0128	3.076999903	34.26206584	0.034262066	0.034262066
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Prionurus maculatus	16	48	0.029053025	2.992739614	49983.72167	49.98372167	3.123982604
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Prionurus maculatus	5	39	0.029053025	2.992739614	8390.80131	8.39080131	1.678160262
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Prionurus maculatus	3	48	0.029053025	2.992739614	9371.947813	9.371947813	3.123982604
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Coris aygula	1	24	0.021485632	3	297.0173807	0.297017381	0.297017381
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon plebeius	2	13	0.02455	2.87	77.28565879	0.077285659	0.038642829
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectorhinchus flavomaculatus	1	40	0.012553626	3.078590252	1073.632046	1.073632046	1.073632046
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plectorhinchus flavomaculatus	1	45	0.012553626	3.078590252	1542.883459	1.542883459	1.542883459
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Siganus fuscescens	1	26	0.010902526	3.154186078	316.6768791	0.316676879	0.316676879
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Dascyllus reticulatus	1	9	0.0612	2.746999979	25.58913338	0.025589133	0.025589133
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Parupeneus spilurus	1	30	0.019169999	3.021699905	557.2361107	0.557236111	0.557236111
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Scarus ghobban	1	48	0.01534093	3.062	2156.812327	2.156812327	2.156812327
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pseudocaranx dentex	14	30	0.019921501	2.994962473	7402.404584	7.402404584	0.528743185
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Mulloidichthys vanicolensis	40	35	0.0145	2.904999971	17739.67282	17.73967282	0.443491821
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Naso hexacanthus	1	35	0.017880286	3.035454104	869.6052335	0.869605233	0.869605233
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Anampses geographicus	1	32	0.01466267	3	480.4663706	0.480466371	0.480466371
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Caesio caerulaurea	15	32	0.0221	2.946000099	9008.562843	9.008562843	0.600570856
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Parupeneus ciliatus	1	28	0.01163	3.21991992	531.2667952	0.531266795	0.531266795
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Plagiotremus tapeinosoma	1	12	0.00566	2.90831995	7.78790711	0.007787907	0.007787907
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus mata	2	38	0.02224	3.007950068	2512.319977	2.512319977	1.256159988
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Bodianus perditio	1	35	0.0163	3.062999964	874.3150919	0.874315092	0.874315092
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus pavo	6	6	0.036499999	2.775000095	31.60922897	0.031609229	0.005268205
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus pavo	8	5	0.036499999	2.775000095	25.41117071	0.025411171	0.003176396
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus pavo	2	3	0.036499999	2.775000095	1.539339385	0.001539339	0.00076967
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus chrysurus	1	10	0.021500001	3.224999905	36.09427969	0.03609428	0.03609428
Flat Rock	FR_T1_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus chrysurus	1	8	0.021500001	3.224999905	17.57533439	0.017575334	0.017575334
Flat Rock	FR_T1_15Aug11	16/08/2010 00:00	Win2010	2010	Parapercis millepunctata	1	14	0.01049512	3	28.79860928	0.028798609	0.028798609
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon trifascialis	1	14	0.046799999	2.757999897	67.80580021	0.0678058	0.0678058
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Parupeneus spilurus	2	26	0.019169999	3.021699905	723.2308184	0.723230818	0.361615409
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Parupeneus spilurus	1	24	0.019169999	3.021699905	283.9267264	0.283926726	0.283926726
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	2	15	0.017459254	2.956821535	104.8449817	0.104844982	0.052422491
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	1	16	0.017459254	2.956821535	63.4444426	0.063444443	0.063444443
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	1	7	0.017459254	2.956821535	5.50591845	0.005505918	0.005505918
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	1	12	0.017459254	2.956821535	27.1001715	0.027100171	0.027100171
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Halichoeres nebulosus	1	14	0.017459254	2.956821535	42.74858545	0.042748585	0.042748585
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Sufflamen chrysopterum	1	19	0.0153	3.15199995	164.1809333	0.164180933	0.164180933
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Sufflamen chrysopterum	1	20	0.0153	3.15199995	192.9913816	0.192991382	0.192991382
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Centropyge tibicen	1	12	0.049229998	2.794509888	51.05196726	0.051051967	0.051051967
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Centropyge tibicen	1	10	0.049229998	2.794509888	30.67183132	0.030671831	0.030671831
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Dascyllus reticulatus	3	4	0.0612	2.746999979	8.274303808	0.008274304	0.002758101
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Dascyllus reticulatus	1	6	0.0612	2.746999979	8.401036916	0.008401037	0.008401037
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Dascyllus reticulatus	1	8	0.0612	2.746999979	18.51567716	0.018515677	0.018515677
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	15	0.011226126	3	37.88817523	0.037888175	0.037888175
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus bankanensis	4	3	0.0135	3.312	2.054089466	0.002054089	0.000513522
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus bankanensis	1	6	0.0135	3.312	5.100006267	0.005100006	0.005100006
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus bankanensis	1	7	0.0135	3.312	8.497642908	0.008497643	0.008497643
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Stegastes gascoynei	1	12	0.065148565	2.740514395	59.07674996	0.05907675	0.05907675
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Stegastes gascoynei	1	13	0.065148565	2.740514395	73.56693248	0.073566932	0.073566932
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Stegastes gascoynei	1	14	0.065148565	2.740514395	90.13329248	0.090133292	0.090133292
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Parma unifasciata	2	12	0.02391472	3.082	101.328566	0.101328566	0.050664283
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Parma unifasciata	1	14	0.02391472	3.082	81.47641402	0.081476414	0.081476414
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Parma unifasciata	1	13	0.02391472	3.082	64.83935892	0.064839359	0.064839359
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Choerodon graphicus	1	34	0.0145	3.125	885.6040735	0.885604074	0.885604074
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Cheilodactylus vestitus	2	34	0.016	2.989	1209.874884	1.209874884	0.604937442
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Stethojulis interrupta	1	8	0.02922	2.60807991	6.622333721	0.006622334	0.006622334
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus pavo	3	4	0.036499999	2.775000095	5.130156881	0.005130157	0.001710052
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus pavo	13	5	0.036499999	2.775000095	41.2931524	0.041293152	0.003176396
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus pavo	1	6	0.036499999	2.775000095	5.268204829	0.005268205	0.005268205
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	2	20	0.044	2.812000036	400.8473942	0.400847394	0.200423697
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	2	21	0.044	2.812000036	459.7940792	0.459794079	0.22989704
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	1	22	0.044	2.812000036	262.0265515	0.262026552	0.262026552
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Acanthurus nigrofuscus	1	17	0.044	2.812000036	126.9039341	0.126903934	0.126903934
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Stethojulis bandanensis	1	16	0.0128	3.076999903	64.90632622	0.064906326	0.064906326
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Chrysiptera rex	1	4	0.021988607	3.001146438	1.409509203	0.001409509	0.001409509
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma amblycephalum	3	8	0.009548105	3	14.66588974	0.01466589	0.00488863
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma amblycephalum	3	7	0.009548105	3	9.825000353	0.009825	0.003275
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Macropharyngodon negrosensis	1	3	0.01851852	3	0.50000004	0.0005	0.0005
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	1	6	0.00761	3.105000019	1.984012096	0.001984012	0.001984012
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	1	7	0.00761	3.105000019	3.201946703	0.003201947	0.003201947
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	1	8	0.00761	3.105000019	4.847067807	0.004847068	0.004847068
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Labroides dimidiatus	1	9	0.00761	3.105000019	6.987272461	0.006987272	0.006987272
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon guentheri	28	14	0.026693396	3.0486	2331.56641	2.33156641	0.083270229
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon guentheri	4	10	0.026693396	3.0486	119.4163576	0.119416358	0.029854089
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Cirrhitichthys aprinus	1	12	0.03314945	3	57.2822496	0.05728225	0.05728225
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	16	0.011226126	3	45.98221207	0.045982212	0.045982212
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	26	0.011226126	3	197.3103905	0.19731039	0.19731039
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma jansenii	1	21	0.011226126	3	103.9651528	0.103965153	0.103965153
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Sufflamen fraenatum	1	28	0.030999999	2.947000027	570.3434308	0.570343431	0.570343431
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus coelestis	3	5	0.037	2.630000114	7.649167582	0.007649168	0.002549723
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus coelestis	1	7	0.037	2.630000114	6.177456155	0.006177456	0.006177456
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Pomacentrus coelestis	4	6	0.037	2.630000114	16.47402037	0.01647402	0.004118505
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lunare	1	16	0.018300001	2.861999989	51.12607821	0.051126078	0.051126078
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lunare	2	18	0.018300001	2.861999989	143.2422039	0.143242204	0.071621102
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lunare	1	28	0.018300001	2.861999989	253.6397828	0.253639783	0.253639783
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon flavirostris	1	17	0.0229	3.148000002	171.115241	0.171115241	0.171115241
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Chaetodon citrinellus	2	13	0.040899999	2.790999889	105.1402658	0.105140266	0.052570133
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	3	8	0.0123	3.076999903	22.17349509	0.022173495	0.007391165
Flat Rock	FR_T2_15Aug10	15/08/2010 00:00	Win2010	2010	Thalassoma lutescens	2	23	0.0123	3.076999903	381.0408276	0.381040828	0.190520414
