Date,Time,Species,Scientific name,"Size
(cm)",Sex,Status,Tags,Bioregion,SD region,Beach,a,b,biomass_g,biomass_kg
20/11/2023,13:41,Dusky Whaler,Carcharhinus obscurus,132,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,25702.9204,25.7029204
30/11/2023,10:39,Dusky Whaler,Carcharhinus obscurus,119,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,18696.04195,18.69604195
24/12/2023,07:50,Dusky Whaler,Carcharhinus obscurus,127,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,22829.58021,22.82958021
03/01/2024,10:36,Dusky Whaler,Carcharhinus obscurus,123,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,20693.27335,20.69327335
09/05/2024,12:39,Dusky Whaler,Carcharhinus obscurus,151,F,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,38840.04556,38.84004556
27/05/2024,08:29,Dusky Whaler,Carcharhinus obscurus,130,M,Alive,ID,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,24525.99266,24.52599266
18/06/2024,NA,Dusky Whaler,Carcharhinus obscurus,NA,NA,Dead,,Sydney Basin,Central Coast South,Wamberal Beach,0.00794,3.07,NA,NA
18/06/2024,NA,Bull Shark,Carcharhinus leucas,300,NA,Alive,,Sydney Basin,Central Coast South,Wamberal Beach,0.0175,2.84,189697.8515,189.6978515
03/07/2023,13:55,Scalloped Hammerhead,Sphyrna lewini,256,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.003605,3.132793,126305.5908,126.3055908
11/07/2023,08:26,Dusky Whaler,Carcharhinus obscurus,131,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00794,3.07,25109.80732,25.10980732
11/07/2023,15:37,White Shark,Carcharodon carcharias,222,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,118285.4148,118.2854148
14/07/2023,12:56,White Shark,Carcharodon carcharias,192,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,76077.08966,76.07708966
25/07/2023,10:36,Shortfin Mako Shark,Isurus oxyrinchus,152,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.093585714,2.891142857,190209.0008,190.2090008
29/07/2023,12:10,White Shark,Carcharodon carcharias,199,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,84826.49203,84.82649203
06/08/2023,13:30,Bronze Whaler,Carcharhinus brachyurus,275,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00468,3.1,170677.8659,170.6778659
12/08/2023,12:49,Bronze Whaler,Carcharhinus brachyurus,272,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00468,3.1,164971.7022,164.9717022
30/08/2023,14:38,Bronze Whaler,Carcharhinus brachyurus,269,M,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00468,3.1,159396.1844,159.3961844
05/09/2023,10:34,White Shark,Carcharodon carcharias,284,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,250095.518,250.095518
21/09/2023,08:39,White Shark,Carcharodon carcharias,331,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,398377.9166,398.3779166
23/09/2023,13:21,White Shark,Carcharodon carcharias,259,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,188994.6184,188.9946184
24/09/2023,11:10,White Shark,Carcharodon carcharias,317,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,349331.9532,349.3319532
26/09/2023,12:38,Bronze Whaler,Carcharhinus brachyurus,273,M,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00468,3.1,166859.1623,166.8591623
19/10/2023,13:13,White Shark,Carcharodon carcharias,348,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,463894.3217,463.8943217
29/10/2023,14:30,Bronze Whaler,Carcharhinus brachyurus,282,M,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00468,3.1,184509.2268,184.5092268
03/12/2023,17:50,Dusky Whaler,Carcharhinus obscurus,160,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.00794,3.07,46394.7511,46.3947511
02/01/2024,09:03,Tiger Shark,Galeocerdo cuvier,290,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00724,3.09,294136.1338,294.1361338
10/02/2024,10:23,Tiger Shark,Galeocerdo cuvier,83,NA,Dead,,NSW North Coast,Coffs Harbour,Boambee Beach,0.00724,3.09,6161.548504,6.161548504
27/02/2024,08:26,Tiger Shark,Galeocerdo cuvier,207,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00724,3.09,103773.6121,103.7736121
27/04/2024,09:35,Scalloped Hammerhead,Sphyrna lewini,157,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.003605,3.132793,27302.62027,27.30262027
23/05/2024,11:09,Greynurse Shark,Carcharias taurus,263,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Beach,0.0107,3.03,230064.5452,230.0645452
08/06/2024,11:01,Tiger Shark,Galeocerdo cuvier,282,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00724,3.09,269779.1058,269.7791058
10/06/2024,12:18,Tiger Shark,Galeocerdo cuvier,269,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00724,3.09,233170.2355,233.1702355
07/11/2023,13:44,White Shark,Carcharodon carcharias,221,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Beach,0.00871,3.04,116673.0811,116.6730811
19/08/2023,08:34,Bronze Whaler,Carcharhinus brachyurus,295,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Headland,0.00468,3.1,212174.9471,212.1749471
29/08/2023,08:40,Bronze Whaler,Carcharhinus brachyurus,288,F,Alive,ID,NSW North Coast,Coffs Harbour,Boambee Headland,0.00468,3.1,196952.984,196.952984
19/10/2023,08:25,Smooth Hammerhead,Sphyrna zygaena,161,F,Dead,,NSW North Coast,Coffs Harbour,Boambee Headland,0.00417,3.03,20268.35299,20.26835299
24/06/2024,09:52,Tiger Shark,Galeocerdo cuvier,199,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Boambee Headland,0.00724,3.09,91874.41194,91.87441194
06/07/2023,08:57,Dusky Whaler,Carcharhinus obscurus,135,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00794,3.07,27538.81013,27.53881013
09/07/2023,10:25,Common Blacktip,Carcharhinus limbatus,270,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.022941,2.881574,232684.231,232.684231
14/07/2023,09:06,Bronze Whaler,Carcharhinus brachyurus,247,NA,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00468,3.1,122350.6858,122.3506858
04/08/2023,13:51,Dusky Whaler,Carcharhinus obscurus,144,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00794,3.07,33573.24758,33.57324758
23/08/2023,16:03,White Shark,Carcharodon carcharias,173,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Diggers Beach,0.00871,3.04,55421.50416,55.42150416
24/08/2023,10:14,Dusky Whaler,Carcharhinus obscurus,144,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00794,3.07,33573.24758,33.57324758
01/09/2023,08:34,Bronze Whaler,Carcharhinus brachyurus,277,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00468,3.1,174555.3391,174.5553391
11/09/2023,16:09,Bronze Whaler,Carcharhinus brachyurus,261,M,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00468,3.1,145154.8081,145.1548081
15/09/2023,07:47,White Shark,Carcharodon carcharias,203,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Diggers Beach,0.00871,3.04,90116.87232,90.11687232
23/09/2023,15:12,White Shark,Carcharodon carcharias,289,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Diggers Beach,0.00871,3.04,263722.7508,263.7227508
25/09/2023,09:49,Bronze Whaler,Carcharhinus brachyurus,269,M,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00468,3.1,159396.1844,159.3961844
28/09/2023,15:40,Scalloped Hammerhead,Sphyrna lewini,195,M,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.003605,3.132793,53840.57251,53.84057251
02/10/2023,10:36,White Shark,Carcharodon carcharias,321,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Diggers Beach,0.00871,3.04,362905.4192,362.9054192
05/10/2023,13:52,Bronze Whaler,Carcharhinus brachyurus,273,M,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00468,3.1,166859.1623,166.8591623
15/10/2023,07:24,Greynurse Shark,Carcharias taurus,276,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.0107,3.03,266279.8455,266.2798455
23/10/2023,12:41,Bronze Whaler,Carcharhinus brachyurus,273,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.00468,3.1,166859.1623,166.8591623
22/02/2024,18:22,Common Blacktip,Carcharhinus limbatus,146,F,Alive,ID,NSW North Coast,Coffs Harbour,Diggers Beach,0.022941,2.881574,39569.01696,39.56901696
30/06/2024,08:46,Tiger Shark,Galeocerdo cuvier,172,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Diggers Beach,0.00724,3.09,58549.26765,58.54926765
15/07/2023,08:15,Smooth Hammerhead,Sphyrna zygaena,130,NA,Alive,,NSW North Coast,Coffs Harbour,Park Beach,0.00417,3.03,10601.91731,10.60191731
19/08/2023,14:23,White Shark,Carcharodon carcharias,239,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,148029.3301,148.0293301
29/08/2023,14:50,White Shark,Carcharodon carcharias,195,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,79748.65617,79.74865617
16/09/2023,11:46,White Shark,Carcharodon carcharias,207,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,95624.24191,95.62424191
17/09/2023,09:24,Greynurse Shark,Carcharias taurus,295,F,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.0107,3.03,325795.0534,325.7950534
26/09/2023,14:56,White Shark,Carcharodon carcharias,248,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,165634.6768,165.6346768
27/09/2023,10:58,White Shark,Carcharodon carcharias,239,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,148029.3301,148.0293301
28/09/2023,09:12,Smooth Hammerhead,Sphyrna zygaena,159,F,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.00417,3.03,19515.03532,19.51503532
23/10/2023,10:36,Smooth Hammerhead,Sphyrna zygaena,187,F,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.00417,3.03,31901.86867,31.90186867
07/11/2023,12:40,Dusky Whaler,Carcharhinus obscurus,114,M,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.00794,3.07,16387.71476,16.38771476
18/11/2023,14:34,Dusky Whaler,Carcharhinus obscurus,114,M,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.00794,3.07,16387.71476,16.38771476
10/05/2024,15:31,White Shark,Carcharodon carcharias,263,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,198008.4073,198.0084073
13/05/2024,12:33,White Shark,Carcharodon carcharias,272,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,219334.8405,219.3348405
16/05/2024,13:55,Greynurse Shark,Carcharias taurus,271,F,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.0107,3.03,251930.4886,251.9304886
02/06/2024,12:52,White Shark,Carcharodon carcharias,229,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Park Beach,0.00871,3.04,129992.4177,129.9924177
03/06/2024,12:11,Greynurse Shark,Carcharias taurus,270,F,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.0107,3.03,249124.2379,249.1242379
26/06/2024,13:20,Greynurse Shark,Carcharias taurus,264,F,Alive,ID,NSW North Coast,Coffs Harbour,Park Beach,0.0107,3.03,232725.3414,232.7253414
04/08/2023,10:01,Dusky Whaler,Carcharhinus obscurus,159,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Beach,0.00794,3.07,45510.29746,45.51029746
12/09/2023,15:11,White Shark,Carcharodon carcharias,258,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Beach,0.00871,3.04,186785.0277,186.7850277
13/09/2023,15:00,Dusky Whaler,Carcharhinus obscurus,146,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Beach,0.00794,3.07,35025.45371,35.02545371
24/09/2023,09:43,Dusky Whaler,Carcharhinus obscurus,202,M,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Beach,0.00794,3.07,94896.28405,94.89628405
19/10/2023,11:04,Dusky Whaler,Carcharhinus obscurus,139,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Beach,0.00794,3.07,30121.4545,30.1214545
02/11/2023,12:44,Dusky Whaler,Carcharhinus obscurus,127,M,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Beach,0.00794,3.07,22829.58021,22.82958021
14/02/2024,13:20,Common Blacktip,Carcharhinus limbatus,167,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Beach,0.022941,2.881574,58281.98537,58.28198537
13/05/2024,11:00,Tiger Shark,Galeocerdo cuvier,222,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Beach,0.00724,3.09,128815.8363,128.8158363
08/06/2024,14:33,Tiger Shark,Galeocerdo cuvier,170,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Beach,0.00724,3.09,56471.03314,56.47103314
11/06/2024,11:55,Tiger Shark,Galeocerdo cuvier,309,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Beach,0.00724,3.09,357857.6187,357.8576187
29/06/2024,09:51,Tiger Shark,Galeocerdo cuvier,231,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Beach,0.00724,3.09,145646.3429,145.6463429
07/07/2023,08:19,Dusky Whaler,Carcharhinus obscurus,174,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Headland,0.00794,3.07,60021.47926,60.02147926
20/08/2023,09:12,Bronze Whaler,Carcharhinus brachyurus,290,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Headland,0.00468,3.1,201223.9392,201.2239392
06/09/2023,13:30,Tiger Shark,Galeocerdo cuvier,231,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00724,3.09,145646.3429,145.6463429
09/09/2023,11:08,White Shark,Carcharodon carcharias,257,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00871,3.04,184592.8393,184.5928393
10/09/2023,08:29,White Shark,Carcharodon carcharias,222,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00871,3.04,118285.4148,118.2854148
10/09/2023,13:04,White Shark,Carcharodon carcharias,209,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00871,3.04,98460.6877,98.4606877
16/10/2023,11:53,Smooth Hammerhead,Sphyrna zygaena,194,F,Alive,ID,NSW North Coast,Coffs Harbour,Sawtell Headland,0.00417,3.03,35659.50388,35.65950388
20/12/2023,07:02,White Shark,Carcharodon carcharias,205,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00871,3.04,92843.15551,92.84315551
20/12/2023,09:18,White Shark,Carcharodon carcharias,266,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00871,3.04,204954.9116,204.9549116
21/01/2024,10:37,White Shark,Carcharodon carcharias,319,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00871,3.04,356075.2858,356.0752858
16/05/2024,11:18,Tiger Shark,Galeocerdo cuvier,294,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00724,3.09,306854.02,306.85402
25/05/2024,12:47,Tiger Shark,Galeocerdo cuvier,151,M,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00724,3.09,39154.1079,39.1541079
29/06/2024,10:18,Tiger Shark,Galeocerdo cuvier,384,F,Alive,"ID, A",NSW North Coast,Coffs Harbour,Sawtell Headland,0.00724,3.09,700361.1538,700.3611538
17/09/2023,10:45,Bronze Whaler,Carcharhinus brachyurus,228,F,Alive,ID,South East Corner,Eurobodalla,Barlings Beach,0.00468,3.1,95464.93447,95.46493447
01/02/2024,10:02,Tiger Shark,Galeocerdo cuvier,329,F,Alive,"ID, A",South East Corner,Eurobodalla,Barlings Beach,0.00724,3.09,434384.0707,434.3840707
15/05/2024,14:07,Bronze Whaler,Carcharhinus brachyurus,266,M,Alive,ID,South East Corner,Eurobodalla,Barlings Beach,0.00468,3.1,153949.7283,153.9497283
20/05/2024,11:37,White Shark,Carcharodon carcharias,225,F,Alive,"ID, A",South East Corner,Eurobodalla,Barlings Beach,0.00871,3.04,123212.0008,123.2120008
22/05/2024,10:55,White Shark,Carcharodon carcharias,183,F,Alive,"ID, A",South East Corner,Eurobodalla,Barlings Beach,0.00871,3.04,65746.02004,65.74602004
24/08/2023,13:01,White Shark,Carcharodon carcharias,192,F,Alive,"ID, A",South East Corner,Eurobodalla,Broulee Beach,0.00871,3.04,76077.08966,76.07708966
11/09/2023,14:26,Bronze Whaler,Carcharhinus brachyurus,209,M,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00468,3.1,72895.26851,72.89526851
14/09/2023,15:19,White Shark,Carcharodon carcharias,222,M,Alive,"ID, A",South East Corner,Eurobodalla,Broulee Beach,0.00871,3.04,118285.4148,118.2854148
07/10/2023,13:26,Bronze Whaler,Carcharhinus brachyurus,205,F,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00468,3.1,68656.68375,68.65668375
09/11/2023,14:24,Bronze Whaler,Carcharhinus brachyurus,284,F,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00468,3.1,188596.0998,188.5960998
15/12/2023,NA,Bronze Whaler,Carcharhinus brachyurus,188,F,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00468,3.1,52497.08461,52.49708461
21/01/2024,09:03,Dusky Whaler,Carcharhinus obscurus,252,M,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00794,3.07,187119.9801,187.1199801
31/01/2024,09:27,Shortfin Mako Shark,Isurus oxyrinchus,111,M,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.093585714,2.891142857,76653.23358,76.65323358
15/02/2024,13:23,Smooth Hammerhead,Sphyrna zygaena,170,F,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00417,3.03,23899.91117,23.89991117
13/03/2024,08:02,Smooth Hammerhead,Sphyrna zygaena,149,F,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00417,3.03,16028.4102,16.0284102
01/05/2024,09:09,White Shark,Carcharodon carcharias,182,F,Alive,"ID, A",South East Corner,Eurobodalla,Broulee Beach,0.00871,3.04,64659.92172,64.65992172
19/06/2024,09:15,Smooth Hammerhead,Sphyrna zygaena,286,F,Alive,ID,South East Corner,Eurobodalla,Broulee Beach,0.00417,3.03,115591.2966,115.5912966
07/10/2023,09:50,Bronze Whaler,Carcharhinus brachyurus,225,F,Alive,ID,South East Corner,Eurobodalla,Burrewarra Point,0.00468,3.1,91624.50876,91.62450876
01/11/2023,NA,Broadnose shark,Notorynchus cepedianus,114,M,Alive,ID,South East Corner,Eurobodalla,Burrewarra Point,0.00668,3,9896.71392,9.89671392
14/11/2023,16:29,Bronze Whaler,Carcharhinus brachyurus,205,F,Alive,ID,South East Corner,Eurobodalla,Burrewarra Point,0.00468,3.1,68656.68375,68.65668375
14/04/2024,NA,Dusky Whaler,Carcharhinus obscurus,97,F,Alive,ID,South East Corner,Eurobodalla,Burrewarra Point,0.00794,3.07,9981.819829,9.981819829
05/06/2024,10:29,Bronze Whaler,Carcharhinus brachyurus,271,F,Alive,ID,South East Corner,Eurobodalla,Burrewarra Point,0.00468,3.1,163098.7583,163.0987583
28/06/2024,11:19,Smooth Hammerhead,Sphyrna zygaena,145,M,Alive,ID,South East Corner,Eurobodalla,Burrewarra Point,0.00417,3.03,14759.82138,14.75982138
17/08/2023,08:01,Bronze Whaler,Carcharhinus brachyurus,268,F,Alive,ID,South East Corner,Eurobodalla,Garden Bay Beach,0.00468,3.1,157566.437,157.566437
24/09/2023,11:55,Bronze Whaler,Carcharhinus brachyurus,263,F,Alive,ID,South East Corner,Eurobodalla,Garden Bay Beach,0.00468,3.1,148630.7514,148.6307514
10/10/2023,11:17,Bronze Whaler,Carcharhinus brachyurus,249,M,Alive,ID,South East Corner,Eurobodalla,Garden Bay Beach,0.00468,3.1,125448.0252,125.4480252
01/11/2023,11:10,Bronze Whaler,Carcharhinus brachyurus,258,F,Alive,ID,South East Corner,Eurobodalla,Garden Bay Beach,0.00468,3.1,140044.7851,140.0447851
03/05/2024,12:45,Bronze Whaler,Carcharhinus brachyurus,259,M,Alive,ID,South East Corner,Eurobodalla,Garden Bay Beach,0.00468,3.1,141734.3518,141.7343518
26/06/2024,08:09,School Shark,Galeorhinus galeus,171,F,Alive,ID,South East Corner,Eurobodalla,Garden Bay Beach,0.01005,2.951686667,39198.63171,39.19863171
23/09/2023,12:12,Bronze Whaler,Carcharhinus brachyurus,271,M,Alive,ID,South East Corner,Eurobodalla,Lilli Pilli Beach,0.00468,3.1,163098.7583,163.0987583
24/09/2023,08:28,Bronze Whaler,Carcharhinus brachyurus,248,F,Alive,ID,South East Corner,Eurobodalla,Lilli Pilli Beach,0.00468,3.1,123892.7987,123.8927987
22/08/2023,07:37,Bronze Whaler,Carcharhinus brachyurus,267,M,Alive,ID,South East Corner,Eurobodalla,Malua Bay Beach,0.00468,3.1,155750.9712,155.7509712
27/09/2023,06:52,Bronze Whaler,Carcharhinus brachyurus,252,F,Alive,ID,South East Corner,Eurobodalla,Malua Bay Beach,0.00468,3.1,130192.9685,130.1929685
17/04/2024,09:03,Bronze Whaler,Carcharhinus brachyurus,272,F,Alive,ID,South East Corner,Eurobodalla,Malua Bay Beach,0.00468,3.1,164971.7022,164.9717022
16/09/2023,NA,Shortfin Mako Shark,Isurus oxyrinchus,189,M,Alive,ID,South East Corner,Eurobodalla,McKenzies Beach,0.093585714,2.891142857,357096.706,357.096706
29/10/2023,12:53,White Shark,Carcharodon carcharias,201,M,Alive,"ID, A",South East Corner,Eurobodalla,McKenzies Beach,0.00871,3.04,87444.8364,87.4448364
14/11/2023,10:33,White Shark,Carcharodon carcharias,326,M,Alive,"ID, A",South East Corner,Eurobodalla,McKenzies Beach,0.00871,3.04,380364.2219,380.3642219
16/01/2024,07:43,Smooth Hammerhead,Sphyrna zygaena,189,M,Alive,ID,South East Corner,Eurobodalla,McKenzies Beach,0.00417,3.03,32946.95795,32.94695795
23/01/2024,12:49,Dusky Whaler,Carcharhinus obscurus,198,M,Alive,ID,South East Corner,Eurobodalla,McKenzies Beach,0.00794,3.07,89244.74162,89.24474162
02/02/2024,10:16,Bronze Whaler,Carcharhinus brachyurus,269,M,Alive,ID,South East Corner,Eurobodalla,McKenzies Beach,0.00468,3.1,159396.1844,159.3961844
09/06/2024,13:15,Bronze Whaler,Carcharhinus brachyurus,221,F,Alive,ID,South East Corner,Eurobodalla,McKenzies Beach,0.00468,3.1,86668.624,86.668624
02/08/2023,09:35,White Shark,Carcharodon carcharias,284,M,Alive,"ID, A",South East Corner,Eurobodalla,Rosedale Beach,0.00871,3.04,250095.518,250.095518
13/09/2023,10:08,Bronze Whaler,Carcharhinus brachyurus,280,NA,Alive,,South East Corner,Eurobodalla,Rosedale Beach,0.00468,3.1,180482.771,180.482771
16/09/2023,12:10,White Shark,Carcharodon carcharias,224,F,Alive,"ID, A",South East Corner,Eurobodalla,Rosedale Beach,0.00871,3.04,121554.8049,121.5548049
23/09/2023,08:27,Bronze Whaler,Carcharhinus brachyurus,282,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00468,3.1,184509.2268,184.5092268
27/09/2023,15:30,Bronze Whaler,Carcharhinus brachyurus,261,M,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00468,3.1,145154.8081,145.1548081
07/12/2023,12:01,Smooth Hammerhead,Sphyrna zygaena,271,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00417,3.03,98182.25586,98.18225586
26/12/2023,08:23,Dusky Whaler,Carcharhinus obscurus,205,M,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00794,3.07,99289.85029,99.28985029
02/02/2024,08:25,Dusky Whaler,Carcharhinus obscurus,195,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00794,3.07,85158.25612,85.15825612
03/02/2024,10:13,Dusky Whaler,Carcharhinus obscurus,205,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00794,3.07,99289.85029,99.28985029
03/03/2024,10:05,Bronze Whaler,Carcharhinus brachyurus,252,M,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00468,3.1,130192.9685,130.1929685
21/03/2024,11:06,Bronze Whaler,Carcharhinus brachyurus,270,M,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00468,3.1,161240.2719,161.2402719
08/04/2024,11:30,Dusky Whaler,Carcharhinus obscurus,152,M,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00794,3.07,39635.13278,39.63513278
16/05/2024,15:19,Bronze Whaler,Carcharhinus brachyurus,238,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.00468,3.1,109052.1971,109.0521971
14/06/2024,11:43,Shortfin Mako Shark,Isurus oxyrinchus,252,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.093585714,2.891142857,820354.5289,820.3545289
29/06/2024,11:42,Shortfin Mako Shark,Isurus oxyrinchus,269,F,Alive,ID,South East Corner,Eurobodalla,Rosedale Beach,0.093585714,2.891142857,990764.6628,990.7646628
05/07/2023,10:17,Bronze Whaler,Carcharhinus brachyurus,226,F,Alive,ID,South East Corner,Eurobodalla,Surf Beach,0.00468,3.1,92892.7916,92.8927916
26/07/2023,07:58,Bronze Whaler,Carcharhinus brachyurus,274,F,Alive,ID,South East Corner,Eurobodalla,Surf Beach,0.00468,3.1,168761.1973,168.7611973
16/09/2023,10:51,Bronze Whaler,Carcharhinus brachyurus,278,F,Alive,ID,South East Corner,Eurobodalla,Surf Beach,0.00468,3.1,176516.2613,176.5162613
16/09/2023,16:54,Bronze Whaler,Carcharhinus brachyurus,202,F,Alive,ID,South East Corner,Eurobodalla,Surf Beach,0.00468,3.1,65589.61752,65.58961752
22/09/2023,12:25,Bronze Whaler,Carcharhinus brachyurus,267,F,Alive,ID,South East Corner,Eurobodalla,Surf Beach,0.00468,3.1,155750.9712,155.7509712
14/10/2023,08:55,Bronze Whaler,Carcharhinus brachyurus,244,F,Alive,ID,South East Corner,Eurobodalla,Surf Beach,0.00468,3.1,117802.4478,117.8024478
