order,recorder,location,Year,Site,species,Weight,Wing
1092,wdn,WU,3,22,Arizelocichla masukuensis,25,77
1093,wdn,WU,3,22,Arizelocichla masukuensis,27,84
1094,wdn,WU,3,22,Arizelocichla masukuensis,25,83
1095,wdn,WU,3,22,Arizelocichla masukuensis,28,81
1096,wdn,WU,3,22,Arizelocichla masukuensis,27,81
1097,wdn,WU,3,22,Arizelocichla masukuensis,23,81
1098,wdn,WU,3,22,Phyllastrephus albigula,13,66
1099,wdn,WU,3,22,Chamaetylas fuelleborni,62,105
1100,wdn,WU,3,22,Chamaetylas fuelleborni,43,104
1101,wdn,WU,3,22,Elminia albonotata,8,60
1102,wdn,WU,3,22,Elminia albonotata,8,60
1103,wdn,WU,3,22,Elminia albonotata,8,63
1104,wdn,WU,3,22,Phylloscopus ruficapilla,8,48
1105,wdn,WU,3,22,Phylloscopus ruficapilla,7,50
1106,wdn,WU,3,22,Phylloscopus ruficapilla,8,57
1107,wdn,WU,3,22,Sylvia abyssinica,20,65
1108,wdn,WU,3,22,Apalis thoracica,9,44
1109,wdn,WU,3,22,Apalis thoracica,9,48
1110,wdn,WU,3,22,Apalis thoracica,10,46
1111,wdn,WU,3,22,Apalis thoracica,10,44
1112,wdn,WU,3,22,Apalis thoracica,10,NA
1113,wdn,WU,3,22,Apalis thoracica,9,NA
1114,wdn,WU,3,22,Apalis thoracica,10,51
1115,wdn,WU,3,22,Cinnyris usambaricus,7,49
1116,wdn,WU,3,22,Cinnyris usambaricus,8,51
1117,wdn,WU,3,22,Cinnyris usambaricus,6,51
1118,wdn,WU,3,22,Cinnyris usambaricus,8,49
1119,wdn,WU,3,22,Cinnyris usambaricus,7,54
1120,wdn,WU,3,22,Linurgus olivaceus,23,75
1121,wdn,WU,3,22,Cyanomitra olivacea,10,63
1122,wdn,WU,3,22,Cyanomitra olivacea,10,62
1123,wdn,WU,3,22,Cyanomitra olivacea,9,54
1124,wdn,WU,3,22,Cyanomitra olivacea,9,63
1125,wdn,WU,3,22,Cyanomitra olivacea,8,55
1126,wdn,WU,3,22,Cyanomitra olivacea,8,60
1127,wdn,WU,3,22,Cyanomitra olivacea,9,61
1128,wdn,WU,3,22,Illadopsis rufipennis,26,73
1129,wdn,WU,3,22,Artisornis metopias,9,45
1130,wdn,WU,3,22,Artisornis metopias,9,45
1131,wdn,WU,3,22,Artisornis metopias,10,NA
1132,wdn,WU,3,22,Cryptospiza reichenovii,11,50
1133,wdn,WU,3,22,Cryptospiza reichenovii,11,53
1134,wdn,WU,3,22,Sheppardia sharpei,12,64
1135,wdn,WU,3,22,Arizelocichla milanjensis,39,92
1136,wdn,WU,3,22,Arizelocichla milanjensis,36,95
1137,wdn,WU,3,22,Arizelocichla milanjensis,42,NA
1138,wdn,WU,3,22,Arizelocichla milanjensis,47,96
1139,wdn,WU,3,22,Arizelocichla masukuensis,25,84
1140,wdn,WU,3,22,Arizelocichla masukuensis,25,81
1141,wdn,WU,3,22,Arizelocichla masukuensis,29,87
1142,wdn,WU,3,22,Chamaetylas fuelleborni,49,NA
1143,wdn,WU,3,22,Elminia albonotata,8,62
1144,wdn,WU,3,22,Elminia albonotata,9,63
1145,wdn,WU,3,22,Elminia albonotata,7,60
1146,wdn,WU,3,22,Phyllastrephus flavostriatus,31,95
1147,wdn,WU,3,22,Phylloscopus ruficapilla,8,NA
1148,wdn,WU,3,22,Phylloscopus ruficapilla,7,51
1149,wdn,WU,3,22,Telophorus nigrifrons,35,NA
1150,wdn,WU,3,22,Ploceus bicolor,36,NA
1151,wdn,WU,3,22,Cinnyris usambaricus,7,50
1152,wdn,WU,3,22,Cinnyris usambaricus,7,51
1153,wdn,WU,3,22,Turdus roehli,53,110
1154,wdn,WU,3,22,Phyllastrephus cabanisi,26,85
1155,wdn,WU,3,22,Phyllastrephus cabanisi,24,85
1156,wdn,WU,3,22,Cyanomitra olivacea,11,64
1157,wdn,WU,3,22,Cyanomitra olivacea,11,60
1158,wdn,WU,3,22,Cyanomitra olivacea,9,NA
1159,wdn,WU,3,22,Chloropicus griseocephalus,43,105
1160,wdn,WU,3,22,Chloropicus griseocephalus,39,96
1161,wdn,WU,3,22,Artisornis metopias,7,45
1162,wdn,WU,3,22,Artisornis metopias,7,46
1163,wdn,WU,3,22,Artisornis metopias,8,NA
1164,wdn,WU,3,22,Cryptospiza reichenovii,9,52
1165,wdn,WU,3,22,Sheppardia sharpei,15,NA
1166,wdn,WU,3,22,Arizelocichla milanjensis,34,91
1167,wdn,WU,3,22,Arizelocichla milanjensis,42,97
1168,wdn,WU,3,22,Arizelocichla milanjensis,37,91
1169,wdn,WU,3,22,Arizelocichla milanjensis,37,96
1170,wdn,WU,3,22,Arizelocichla milanjensis,38,91
1171,wdn,WU,3,22,Arizelocichla milanjensis,43,NA
1172,wdn,WU,3,22,Arizelocichla milanjensis,36,96
1173,wdn,WU,3,22,Arizelocichla masukuensis,25,80
1174,wdn,WU,3,22,Arizelocichla masukuensis,25,NA
1175,wdn,WU,3,22,Arizelocichla masukuensis,23,86
1176,wdn,WU,3,22,Arizelocichla masukuensis,29,78
1177,wdn,WU,3,22,Arizelocichla masukuensis,25,82
1178,wdn,WU,3,22,Arizelocichla masukuensis,23,NA
1179,wdn,WU,3,22,Phyllastrephus albigula,13,68
1180,wdn,WU,3,22,Phyllastrephus albigula,13,68
1181,wdn,WU,3,22,Phyllastrephus albigula,15,68
1182,wdn,WU,3,22,Phyllastrephus albigula,13,70
1183,wdn,WU,3,22,Phyllastrephus albigula,12,63
1184,wdn,WU,3,22,Phyllastrephus albigula,15,63
1185,wdn,WU,3,22,Pogonocichla stellata,15,81
1186,wdn,WU,3,22,Elminia albonotata,8,NA
1187,wdn,WU,3,22,Phylloscopus ruficapilla,6,53
1188,wdn,WU,3,22,Bradypterus lopezi,16,56
1189,wdn,WU,3,22,Bradypterus lopezi,18,61
1190,wdn,WU,3,22,Bradypterus lopezi,19,60
1191,wdn,WU,3,22,Bradypterus lopezi,22,60
1192,wdn,WU,3,22,Batis mixta,11,57
1193,wdn,WU,3,22,Batis mixta,13,NA
1194,wdn,WU,3,22,Geokichla gurneyi,47,109
1195,wdn,WU,3,22,Phyllastrephus cabanisi,23,NA
1196,wdn,WU,3,22,Phyllastrephus cabanisi,25,NA
1197,wdn,WU,3,22,Phyllastrephus cabanisi,25,NA
1198,wdn,WU,3,22,Cyanomitra olivacea,9,NA
1199,wdn,WU,3,22,Cyanomitra olivacea,6,NA
1200,wdn,WU,3,22,Cyanomitra olivacea,11,NA
1201,wdn,WU,3,22,Chloropicus griseocephalus,39,104
1202,wdn,WU,3,22,Illadopsis rufipennis,24,70
1203,wdn,WU,3,22,Illadopsis rufipennis,24,70
1204,wdn,WU,3,22,Artisornis metopias,8,44
1205,wdn,WU,3,22,Artisornis metopias,8,47
1206,wdn,WU,3,22,Sheppardia sharpei,12,NA
1207,wdn,WU,3,22,Sheppardia sharpei,13,71
1208,wdn,WU,3,22,Sheppardia sharpei,13,NA
1209,wdn,WU,3,22,Sheppardia sharpei,14,72
1210,wdn,WU,3,22,Arizelocichla masukuensis,24,NA
1211,wdn,WU,3,22,Arizelocichla masukuensis,29,NA
1212,wdn,WU,3,22,Arizelocichla masukuensis,26,NA
1213,wdn,WU,3,22,Modulatrix stictigula,34,82
1214,wdn,WU,3,22,Modulatrix stictigula,27,78
1215,wdn,WU,3,22,Modulatrix stictigula,27,77
1216,wdn,WU,3,22,Phyllastrephus albigula,15,68
1217,wdn,WU,3,22,Phyllastrephus albigula,14,66
1218,wdn,WU,3,22,Phyllastrephus albigula,15,NA
1219,wdn,WU,3,22,Chamaetylas fuelleborni,48,107
1220,wdn,WU,3,22,Chamaetylas fuelleborni,43,113
1221,wdn,WU,3,22,Pogonocichla stellata,16,83
1222,wdn,WU,3,22,Elminia albonotata,6,NA
1223,wdn,WU,3,22,Elminia albonotata,9,NA
1224,wdn,WU,3,22,Elminia albonotata,7,NA
1225,wdn,WU,3,22,Elminia albonotata,6,NA
1226,wdn,WU,3,22,Phyllastrephus flavostriatus,25,85
1227,wdn,WU,3,22,Phyllastrephus flavostriatus,29,103
1228,wdn,WU,3,22,Telophorus nigrifrons,35,85
1229,wdn,WU,3,22,Apalis thoracica,11,45
1230,wdn,WU,3,22,Apalis thoracica,11,NA
1231,wdn,WU,3,22,Apalis thoracica,10,NA
1232,wdn,WU,3,22,Cinnyris usambaricus,5,53
1233,wdn,WU,3,22,Cinnyris usambaricus,7,50
1234,wdn,WU,3,22,Bradypterus lopezi,18,59
1235,wdn,WU,3,22,Turdus roehli,50,112
1236,wdn,WU,3,22,Turdus roehli,52,107
1237,wdn,WU,3,22,Geokichla gurneyi,50,105
1238,wdn,WU,3,22,Phyllastrephus cabanisi,28,NA
1239,wdn,WU,3,22,Phyllastrephus cabanisi,27,NA
1240,wdn,WU,3,22,Phyllastrephus cabanisi,25,NA
1241,wdn,WU,3,22,Phyllastrephus cabanisi,24,NA
1242,wdn,WU,3,22,Cyanomitra olivacea,9,NA
1243,wdn,WU,3,22,Cyanomitra olivacea,9,58
1244,wdn,WU,3,22,Artisornis metopias,8,43
1245,wdn,WU,3,22,Artisornis metopias,8,NA
1246,wdn,WU,3,22,Cryptospiza reichenovii,11,52
1247,wdn,WU,3,22,Arizelocichla milanjensis,45,NA
1248,wdn,WU,3,22,Arizelocichla milanjensis,34,100
1249,wdn,WU,3,22,Arizelocichla masukuensis,27,NA
1250,wdn,WU,3,22,Dicrurus ludwigii,29,108
1251,wdn,WU,3,22,Phyllastrephus albigula,15,69
1252,wdn,WU,3,22,Chamaetylas fuelleborni,44,108
1253,wdn,WU,3,22,Elminia albonotata,7,NA
1254,wdn,WU,3,22,Elminia albonotata,8,NA
1255,wdn,WU,3,22,Phylloscopus ruficapilla,8,50
1256,wdn,WU,3,22,Bradypterus lopezi,16,57
1257,wdn,WU,3,22,Batis mixta,12,NA
1258,wdn,WU,3,22,Eurillas virens,24,NA
1259,wdn,WU,3,22,Cyanomitra olivacea,7,55
1260,wdn,WU,3,22,Cyanomitra olivacea,11,NA
1261,wdn,WU,3,22,Chloropicus griseocephalus,37,103
1262,wdn,WU,3,22,Chloropicus griseocephalus,47,103
1263,wdn,WU,3,22,Artisornis metopias,9,NA
1264,wdn,WU,3,22,Artisornis metopias,7,NA
1265,wdn,WU,3,22,Artisornis metopias,9,NA
1266,wdn,WU,3,22,Sheppardia sharpei,13,64
1267,wdn,WU,3,22,Arizelocichla milanjensis,42,NA
1268,wdn,WU,3,22,Arizelocichla masukuensis,27,82
1269,wdn,WU,3,22,Arizelocichla masukuensis,31,NA
1270,wdn,WU,3,22,Modulatrix stictigula,31,77
1271,wdn,WU,3,22,Modulatrix stictigula,31,80
1272,wdn,WU,3,22,Modulatrix stictigula,29,75
1273,wdn,WU,3,22,Phyllastrephus albigula,15,NA
1274,wdn,WU,3,22,Phyllastrephus albigula,15,NA
1275,wdn,WU,3,22,Phyllastrephus albigula,13,NA
1276,wdn,WU,3,22,Phylloscopus ruficapilla,9,54
1277,wdn,WU,4,22,Ploceus bicolor,33,82
1278,wdn,WU,4,22,Bradypterus lopezi,17,60
1279,wdn,WU,4,22,Bradypterus lopezi,18,60
1280,wdn,WU,4,22,Batis mixta,11,59
1281,wdn,WU,4,22,Phyllastrephus cabanisi,25,77
1282,wdn,WU,4,22,Phyllastrephus cabanisi,23,78
1283,wdn,WU,4,22,Cyanomitra olivacea,8,NA
1284,wdn,WU,4,22,Cyanomitra olivacea,9,55
1285,wdn,WU,4,22,Cyanomitra olivacea,11,NA
1286,wdn,WU,4,22,Illadopsis rufipennis,23,67
1287,wdn,WU,4,22,Artisornis metopias,9,48
1288,wdn,WU,4,22,Artisornis metopias,9,45
1289,wdn,WU,4,22,Artisornis metopias,8,NA
1290,wdn,WU,4,22,Cryptospiza reichenovii,15,52
1291,wdn,WU,4,22,Cryptospiza reichenovii,12,53
1292,wdn,WU,4,22,Cryptospiza reichenovii,12,51
1293,wdn,WU,4,22,Sheppardia sharpei,15,NA
1294,wdn,WU,4,22,Sheppardia sharpei,15,NA
1295,wdn,WU,4,22,Arizelocichla milanjensis,40,94
1296,wdn,WU,4,22,Arizelocichla milanjensis,41,100
1297,wdn,WU,4,22,Arizelocichla milanjensis,46,102
1298,wdn,WU,4,22,Arizelocichla masukuensis,26,84
1299,wdn,WU,4,22,Modulatrix stictigula,32,80
1300,wdn,WU,4,22,Phyllastrephus albigula,16,70
1301,wdn,WU,4,22,Chamaetylas fuelleborni,49,108
1302,wdn,WU,4,22,Elminia albonotata,8,63
1303,wdn,WU,4,22,Elminia albonotata,8,60
1304,wdn,WU,4,22,Zosterops senegalensis,9,NA
1305,wdn,WU,4,22,Columba larvata,135,150
1306,wdn,WU,4,22,Eurillas virens,23,76
1307,wdn,WU,4,22,Phyllastrephus cabanisi,28,NA
1308,wdn,WU,4,22,Illadopsis rufipennis,22,75
1309,wdn,WU,4,22,Arizelocichla milanjensis,42,98
1310,wdn,WU,4,22,Arizelocichla milanjensis,45,101
1311,wdn,WU,4,22,Arizelocichla milanjensis,43,99
1312,wdn,WU,4,22,Arizelocichla masukuensis,29,80
1313,wdn,WU,4,22,Arizelocichla masukuensis,25,82
1314,wdn,WU,4,22,Arizelocichla masukuensis,27,81
1315,wdn,WU,4,22,Arizelocichla masukuensis,25,81
1316,wdn,WU,4,22,Arizelocichla masukuensis,25,80
1317,wdn,WU,4,22,Arizelocichla masukuensis,28,85
1318,wdn,WU,4,22,Arizelocichla masukuensis,25,79
1319,wdn,WU,4,22,Telophorus nigrifrons,36,86
1320,wdn,WU,4,22,Apalis thoracica,10,51
1321,wdn,WU,4,22,Apalis thoracica,9.5,51
1322,wdn,WU,4,22,Hedydipna collaris,7.5,48
1323,wdn,WU,4,22,Eurillas virens,25,80
1324,wdn,WU,4,22,Linurgus olivaceus,21,68
1325,wdn,WU,4,22,Cyanomitra olivacea,9,63
1326,wdn,WU,4,22,Cyanomitra olivacea,11,64
1327,wdn,WU,4,22,Cyanomitra olivacea,10.5,62
1328,wdn,WU,4,22,Illadopsis rufipennis,29,73
1329,wdn,WU,4,22,Cryptospiza reichenovii,12,53
1330,wdn,WU,4,22,Arizelocichla milanjensis,42,101
1331,wdn,WU,4,22,Arizelocichla milanjensis,44.5,92
1332,wdn,WU,4,22,Arizelocichla milanjensis,45,100
1333,wdn,WU,4,22,Arizelocichla milanjensis,45,97
1334,wdn,WU,4,22,Arizelocichla masukuensis,29,86
1335,wdn,WU,4,22,Phyllastrephus albigula,14,69
1336,wdn,WU,4,22,Phyllastrephus albigula,16,68
1337,wdn,WU,4,22,Phyllastrephus albigula,14.5,68
1338,wdn,WU,4,22,Phyllastrephus albigula,15,67
1339,wdn,WU,4,22,Phyllastrephus albigula,14,66
1340,wdn,WU,4,22,Phyllastrephus albigula,17,67
1341,wdn,WU,4,22,Phyllastrephus albigula,15,63
1342,wdn,WU,4,22,Phyllastrephus albigula,18.5,68
1343,wdn,WU,4,22,Phyllastrephus albigula,17,73
1344,wdn,WU,4,22,Phyllastrephus albigula,14.5,68
1345,wdn,WU,4,22,Phyllastrephus albigula,14,63
1346,wdn,WU,4,22,Elminia albonotata,8,62
1347,wdn,WU,4,22,Phylloscopus ruficapilla,7,50
1348,wdn,WU,4,22,Sylvia abyssinica,18,66
1349,wdn,WU,4,22,Sylvia abyssinica,17,60
1350,wdn,WU,4,22,Apalis thoracica,10,48
1351,wdn,WU,4,22,Ploceus bicolor,39.5,90
1352,wdn,WU,4,22,Cinnyris usambaricus,7,53
1353,wdn,WU,4,22,Bradypterus lopezi,18,NA
1354,wdn,WU,4,22,Batis mixta,11,63
1355,wdn,WU,4,22,Phyllastrephus cabanisi,23,75
1356,wdn,WU,4,22,Phyllastrephus cabanisi,22,69
1357,wdn,WU,4,22,Phyllastrephus cabanisi,23.5,78
1358,wdn,WU,4,22,Phyllastrephus cabanisi,30,90
1359,wdn,WU,4,22,Cryptospiza reichenovii,14,51
1360,wdn,WU,4,22,Cryptospiza reichenovii,11,54
1361,wdn,WU,4,22,Cryptospiza reichenovii,11,53
1362,wdn,WU,4,22,Arizelocichla masukuensis,30,82
1363,wdn,WU,4,22,Arizelocichla masukuensis,30,83
1364,wdn,WU,4,22,Arizelocichla masukuensis,26.5,84
1365,wdn,WU,4,22,Arizelocichla masukuensis,28,82
1366,wdn,WU,4,22,Dicrurus ludwigii,30,111
1367,wdn,WU,4,22,Pogonocichla stellata,16,74
1368,wdn,WU,4,22,Elminia albonotata,8,61
1369,wdn,WU,4,22,Elminia albonotata,7,60
1370,wdn,WU,4,22,Zosterops senegalensis,9,55
1371,wdn,WU,4,22,Zosterops senegalensis,9,54
1372,wdn,WU,4,22,Zosterops senegalensis,9,54
1373,wdn,WU,4,22,Cinnyris usambaricus,7.5,52
1374,wdn,WU,4,22,Bradypterus lopezi,17.5,57
1375,wdn,WU,4,22,Bradypterus lopezi,19.5,58
1376,wdn,WU,4,22,Bradypterus lopezi,17,58
1377,wdn,WU,4,22,Linurgus olivaceus,20.5,69
1378,wdn,WU,4,22,Cyanomitra olivacea,9,59
1379,wdn,WU,4,22,Cryptospiza reichenovii,12,51
1380,wdn,WU,4,22,Cryptospiza reichenovii,12,51
1381,wdn,WU,4,22,Arizelocichla masukuensis,26.5,83
1382,wdn,WU,4,22,Arizelocichla masukuensis,26,79
1383,wdn,WU,4,22,Chamaetylas fuelleborni,47,108
1384,wdn,WU,4,22,Zosterops senegalensis,8,52
1385,wdn,WU,4,22,Telophorus nigrifrons,37.5,88
1386,wdn,WU,4,22,Apalis thoracica,9,50
1387,wdn,WU,4,22,Bradypterus lopezi,18,57
1388,wdn,WU,4,22,Phyllastrephus cabanisi,21.5,NA
1389,wdn,WU,4,22,Phyllastrephus cabanisi,24,79
1390,wdn,WU,4,22,Phyllastrephus cabanisi,24,78
1391,wdn,WU,4,22,Cryptospiza reichenovii,12,53
1392,wdn,WU,4,22,Arizelocichla milanjensis,45,98
1393,wdn,WU,4,22,Arizelocichla masukuensis,28.5,82
1394,wdn,WU,4,22,Modulatrix stictigula,32.5,80
1395,wdn,WU,4,22,Phyllastrephus albigula,12.5,66
1396,wdn,WU,4,22,Phyllastrephus albigula,13.5,72
1397,wdn,WU,4,22,Cinnyris usambaricus,6.5,50
1398,wdn,WU,4,22,Bradypterus lopezi,16.5,60
1399,wdn,WU,4,22,Phyllastrephus cabanisi,23,78
1400,wdn,WU,4,22,Arizelocichla milanjensis,46,100
1401,wdn,WU,4,22,Phyllastrephus albigula,14.5,71
1402,wdn,WU,4,22,Phyllastrephus albigula,15,67
1403,wdn,WU,4,22,Phyllastrephus albigula,15,68
1404,wdn,WU,4,22,Elminia albonotata,8,63
1405,wdn,WU,4,22,Phylloscopus ruficapilla,9,55
1406,wdn,WU,4,22,Telophorus nigrifrons,34,NA
1407,wdn,WU,4,22,Cinnyris usambaricus,7,50
1408,wdn,WU,4,22,Columba larvata,149,148
1409,wdn,WU,4,22,Artisornis metopias,8,46
1410,wdn,WU,4,22,Artisornis metopias,9,47
1411,wdn,WU,4,22,Cryptospiza reichenovii,12.5,49
1412,wdn,WU,4,22,Cryptospiza reichenovii,12,54
1413,wdn,WU,4,22,Sheppardia sharpei,14,69
1414,wdn,WU,4,22,Arizelocichla milanjensis,38,90
1415,wdn,WU,4,22,Arizelocichla masukuensis,28,87
1416,wdn,WU,4,22,Arizelocichla masukuensis,24,80
1417,wdn,WU,4,22,Modulatrix stictigula,30,NA
1418,wdn,WU,4,22,Phyllastrephus albigula,14.5,59
1419,wdn,WU,4,22,Phyllastrephus albigula,14,61
1420,wdn,WU,4,22,Phyllastrephus albigula,14,64
1421,wdn,WU,4,22,Elminia albonotata,7,58
1422,wdn,WU,4,22,Elminia albonotata,8,61
1423,wdn,WU,4,22,Elminia albonotata,8,60
1424,wdn,WU,4,22,Elminia albonotata,8,62
1425,wdn,WU,4,22,Elminia albonotata,8,62
1426,wdn,WU,4,22,Phyllastrephus flavostriatus,25,87
1427,wdn,WU,4,22,Phylloscopus ruficapilla,8,52
1428,wdn,WU,4,22,Phylloscopus ruficapilla,7,48
1429,wdn,WU,4,22,Linurgus olivaceus,24,71
1430,wdn,WU,4,22,Linurgus olivaceus,19.5,69
1431,wdn,WU,4,22,Phyllastrephus cabanisi,25,90
1432,wdn,WU,4,22,Cyanomitra olivacea,9.5,65
1433,wdn,WU,4,22,Cyanomitra olivacea,10,61
1434,wdn,WU,4,22,Cyanomitra olivacea,8.5,57
1435,wdn,WU,4,22,Cryptospiza reichenovii,12,51
1436,wdn,WU,4,22,Cryptospiza reichenovii,9.5,56
1437,wdn,WU,4,22,Cryptospiza reichenovii,13,58
1438,wdn,WU,4,22,Sheppardia sharpei,13.5,69
1439,wdn,WU,4,22,Arizelocichla masukuensis,24,82
1440,wdn,WU,4,22,Arizelocichla masukuensis,25.5,84
1441,wdn,WU,4,22,Arizelocichla masukuensis,24,82
1442,wdn,WU,4,22,Phyllastrephus albigula,14,68
1443,wdn,WU,4,22,Phyllastrephus albigula,13.5,66
1444,wdn,WU,4,22,Pogonocichla stellata,17,81
1445,wdn,WU,4,22,Elminia albonotata,8,63
1446,wdn,WU,4,22,Elminia albonotata,7,57
1447,wdn,WU,4,22,Apalis thoracica,11,48
1448,wdn,WU,4,22,Apalis thoracica,10.5,48
1449,wdn,WU,4,22,Apalis thoracica,10.5,50
1450,wdn,WU,4,22,Phyllastrephus cabanisi,25,72
1451,wdn,WU,4,22,Phyllastrephus cabanisi,28,86
1452,wdn,WU,4,22,Phyllastrephus cabanisi,24,70
1453,wdn,WU,4,22,Cyanomitra olivacea,10,61
1454,wdn,WU,4,22,Cyanomitra olivacea,8.5,56
1455,wdn,WU,4,22,Cyanomitra olivacea,10,60
1456,wdn,WU,4,22,Cyanomitra olivacea,12,59
1457,wdn,WU,4,22,Chloropicus griseocephalus,38,96
1458,wdn,WU,4,22,Artisornis metopias,8.5,49
1459,wdn,WU,4,22,Artisornis metopias,8,47
1460,wdn,WU,4,22,Artisornis metopias,9,46
1461,wdn,WU,4,22,Cryptospiza reichenovii,11,53
1462,wdn,WU,4,22,Cryptospiza reichenovii,12,52
1463,wdn,WU,4,22,Sheppardia sharpei,14,70
1464,wdn,WU,4,22,Sheppardia sharpei,12.5,64
1465,wdn,WU,4,22,Sheppardia sharpei,15,67
1466,wdn,WU,4,22,Sheppardia sharpei,14.5,68
1467,wdn,WU,4,22,Arizelocichla milanjensis,39,99
1468,wdn,WU,4,22,Arizelocichla milanjensis,45.5,96
1469,wdn,WU,4,22,Arizelocichla masukuensis,30,81
1470,wdn,WU,4,22,Modulatrix stictigula,29,79
1471,wdn,WU,4,22,Phyllastrephus albigula,15,68
1472,wdn,WU,4,22,Chamaetylas fuelleborni,56,108
1473,wdn,WU,4,22,Chamaetylas fuelleborni,59,113
1474,wdn,WU,4,22,Elminia albonotata,8.5,65
1475,wdn,WU,4,22,Phylloscopus ruficapilla,8,56
1476,wdn,WU,4,22,Phylloscopus ruficapilla,8.5,57
1477,wdn,WU,4,22,Turdus roehli,57.5,111
1478,wdn,WU,4,22,Phyllastrephus cabanisi,28.5,85
1479,wdn,WU,4,22,Cyanomitra olivacea,10,60
1480,wdn,WU,4,22,Illadopsis rufipennis,30,75
1481,wdn,WU,4,22,Illadopsis rufipennis,27.5,70
1482,wdn,WU,4,22,Elminia albonotata,8,63
1483,wdn,WU,4,22,Phylloscopus ruficapilla,8.5,53
1484,wdn,WU,4,22,Zosterops senegalensis,9.5,52
1485,wdn,WU,4,22,Zosterops senegalensis,10,54
1486,wdn,WU,4,22,Cyanomitra olivacea,8.5,55
1487,wdn,WU,4,22,Cyanomitra olivacea,10,59
1488,wdn,WU,4,22,Cryptospiza reichenovii,11,52
1489,wdn,WU,4,22,Cryptospiza reichenovii,12.5,51
1490,wdn,WU,4,22,Phyllastrephus albigula,16,67
1491,wdn,WU,4,22,Chamaetylas fuelleborni,51.5,102
1492,wdn,WU,4,22,Elminia albonotata,7.5,63
1493,wdn,WU,4,22,Elminia albonotata,7.5,59
1494,wdn,EU,4,16,Batis mixta,12,60
1495,wdn,EU,4,16,Batis mixta,11.5,60
1496,wdn,EU,4,16,Batis mixta,11.5,61
1497,wdn,EU,4,16,Batis mixta,10,58
1498,wdn,EU,4,16,Eurillas virens,24.5,80
1499,wdn,EU,4,16,Eurillas virens,27,NA
1500,wdn,EU,4,16,Eurillas virens,26.5,83
1501,wdn,EU,4,16,Eurillas virens,24,78
1502,wdn,EU,4,16,Eurillas virens,23,77
1503,wdn,EU,4,16,Eurillas virens,26.5,NA
1504,wdn,EU,4,16,Eurillas virens,25.5,NA
1505,wdn,EU,4,16,Eurillas virens,27,NA
1506,wdn,EU,4,16,Eurillas virens,22,NA
1507,wdn,EU,4,16,Turdus roehli,65.5,105
1508,wdn,EU,4,16,Geokichla gurneyi,54,108
1509,wdn,EU,4,16,Geokichla gurneyi,63.5,102
1510,wdn,EU,4,16,Phyllastrephus cabanisi,32.5,72
1511,wdn,EU,4,16,Cyanomitra olivacea,8.5,61
1512,wdn,EU,4,16,Cyanomitra olivacea,9.5,62
1513,wdn,EU,4,16,Cyanomitra olivacea,8.5,53
1514,wdn,EU,4,16,Cyanomitra olivacea,9,61
1515,wdn,EU,4,16,Cyanomitra olivacea,9.5,60
1516,wdn,EU,4,16,Cyanomitra olivacea,8,55
1517,wdn,EU,4,16,Cyanomitra olivacea,8.5,51
1518,wdn,EU,4,16,Cyanomitra olivacea,9,56
1519,wdn,EU,4,16,Cyanomitra olivacea,10,58
1520,wdn,EU,4,16,Cyanomitra olivacea,10,62
1521,wdn,EU,4,16,Cyanomitra olivacea,9,61
1522,wdn,EU,4,16,Cyanomitra olivacea,9,60
1523,wdn,EU,4,16,Cyanomitra olivacea,10,65
1524,wdn,EU,4,16,Cyanomitra olivacea,9.5,NA
1525,wdn,EU,4,16,Cyanomitra olivacea,9,NA
1526,wdn,EU,4,16,Cyanomitra olivacea,10,NA
1527,wdn,EU,4,16,Cyanomitra olivacea,8.5,NA
1528,wdn,EU,4,16,Illadopsis rufipennis,29,73
1529,wdn,EU,4,16,Illadopsis rufipennis,25,70
1530,wdn,EU,4,16,Illadopsis rufipennis,32,74
1531,wdn,EU,4,16,Spermophaga ruficapilla,22.5,68
1532,wdn,EU,4,16,Spermophaga ruficapilla,24.5,69
1533,wdn,EU,4,16,Sheppardia sharpei,15,71
1534,wdn,EU,4,16,Sheppardia sharpei,13.5,69
1535,wdn,EU,4,16,Sheppardia sharpei,12.5,64
1536,wdn,EU,4,16,Sheppardia sharpei,13.5,69
1537,wdn,EU,4,16,Arizelocichla milanjensis,39,93
1538,wdn,EU,4,16,Arizelocichla milanjensis,36,88
1539,wdn,EU,4,16,Arizelocichla milanjensis,36,NA
1540,wdn,EU,4,16,Arizelocichla milanjensis,44.5,NA
1541,wdn,EU,4,16,Arizelocichla milanjensis,34.5,88
1542,wdn,EU,4,16,Arizelocichla milanjensis,38,NA
1543,wdn,EU,4,16,Arizelocichla masukuensis,31.5,NA
1544,wdn,EU,4,16,Arizelocichla masukuensis,25,NA
1545,wdn,EU,4,16,Arizelocichla masukuensis,25,75
1546,wdn,EU,4,16,Arizelocichla masukuensis,29,78
1547,wdn,EU,4,16,Arizelocichla masukuensis,27,82
1548,wdn,EU,4,16,Arizelocichla masukuensis,26.5,81
1549,wdn,EU,4,16,Arizelocichla masukuensis,26.5,NA
1550,wdn,EU,4,16,Arizelocichla masukuensis,26,NA
1551,wdn,EU,4,16,Arizelocichla masukuensis,26.5,76
1552,wdn,EU,4,16,Arizelocichla masukuensis,29,75
1553,wdn,EU,4,16,Phyllastrephus albigula,15,68
1554,wdn,EU,4,16,Phyllastrephus albigula,17,69
