order,recorder,location,Year,Site,species,Weight,Wing
5719,wdn,WU,14,22,Phyllastrephus albigula,14.5,63
5720,wdn,WU,14,22,Phyllastrephus flavostriatus,25.5,86
5721,wdn,WU,14,22,Phylloscopus ruficapilla,8,52
5722,wdn,WU,14,22,Phylloscopus ruficapilla,7,54
5723,wdn,WU,14,22,Ploceus bicolor,34,90
5724,wdn,WU,14,22,Eurillas virens,22,76
5725,wdn,WU,14,22,Geokichla gurneyi,54,112
5726,wdn,WU,14,22,Phyllastrephus cabanisi,26,80
5727,wdn,WU,14,22,Phyllastrephus cabanisi,25.5,84
5728,wdn,WU,14,22,Phyllastrephus cabanisi,25,75
5729,wdn,WU,14,22,Phyllastrephus cabanisi,24,77
5730,wdn,WU,14,22,Phyllastrephus cabanisi,22,74
5731,wdn,WU,14,22,Phyllastrephus cabanisi,25.5,86
5732,wdn,WU,14,22,Cyanomitra olivacea,9.5,62
5733,wdn,WU,14,22,Cyanomitra olivacea,10.5,63
5734,wdn,WU,14,22,Cyanomitra olivacea,9.5,55
5735,wdn,WU,14,22,Cyanomitra olivacea,9.5,55
5736,wdn,WU,14,22,Artisornis metopias,8,46
5737,wdn,WU,14,22,Artisornis metopias,8.5,44
5738,wdn,WU,14,22,Cryptospiza reichenovii,12.5,55
5739,wdn,WU,14,22,Cryptospiza reichenovii,12,54
5740,wdn,WU,14,22,Cryptospiza reichenovii,12,57
5741,wdn,WU,14,22,Sheppardia sharpei,15,70
5742,wdn,WU,14,22,Arizelocichla milanjensis,45,90
5743,wdn,WU,14,22,Arizelocichla milanjensis,40,99
5744,wdn,WU,14,22,Arizelocichla milanjensis,42.5,99
5745,wdn,WU,14,22,Arizelocichla masukuensis,27.5,83
5746,wdn,WU,14,22,Arizelocichla masukuensis,26,80
5747,wdn,WU,14,22,Arizelocichla masukuensis,25,76
5748,wdn,WU,14,22,Arizelocichla masukuensis,25,81
5749,wdn,WU,14,22,Arizelocichla masukuensis,26,82
5750,wdn,WU,14,22,Modulatrix stictigula,29,79
5751,wdn,WU,14,22,Modulatrix stictigula,28.5,78
5752,wdn,WU,14,22,Phyllastrephus albigula,14.5,65
5753,wdn,WU,14,22,Phyllastrephus albigula,14,65
5754,wdn,WU,14,22,Elminia albonotata,7.5,58
5755,wdn,WU,14,22,Elminia albonotata,7.5,60
5756,wdn,WU,14,22,Elminia albonotata,9,65
5757,wdn,WU,14,22,Phylloscopus ruficapilla,9.5,56
5758,wdn,WU,14,22,Smithornis capensis,21.5,68
5759,wdn,WU,14,22,Cinnyris usambaricus,7,49
5760,wdn,WU,14,22,Cinnyris usambaricus,8.5,49
5761,wdn,WU,14,22,Batis mixta,11.5,59
5762,wdn,WU,14,22,Columba larvata,153,159
5763,wdn,WU,14,22,Columba larvata,152,146
5764,wdn,WU,14,22,Eurillas virens,24,78
5765,wdn,WU,14,22,Eurillas virens,27.5,91
5766,wdn,WU,14,22,Turdus roehli,63,108
5767,wdn,WU,14,22,Turdus roehli,54,109
5768,wdn,WU,14,22,Cyanomitra olivacea,8.5,56
5769,wdn,WU,14,22,Cyanomitra olivacea,10,65
5770,wdn,WU,14,22,Cyanomitra olivacea,8,57
5771,wdn,WU,14,22,Cyanomitra olivacea,10,62
5772,wdn,WU,14,22,Cyanomitra olivacea,9,56
5773,wdn,WU,14,22,Cyanomitra olivacea,8.5,56
5774,wdn,WU,14,22,Chloropicus griseocephalus,40.5,103
5775,wdn,WU,14,22,Terpsiphone viridis,14.5,83
5776,wdn,WU,14,22,Cryptospiza reichenovii,12.5,57
5777,wdn,WU,14,22,Cryptospiza reichenovii,12,53
5778,wdn,WU,14,22,Sheppardia sharpei,14,69
5779,wdn,WU,14,22,Sheppardia sharpei,13.5,67
5780,wdn,WU,14,22,Sheppardia sharpei,13.5,70
5781,wdn,WU,14,22,Sheppardia sharpei,14,67
5782,wdn,WU,14,22,Sheppardia sharpei,14,68
5783,wdn,WU,14,22,Sheppardia sharpei,12.5,65
5784,wdn,WU,14,22,Sheppardia sharpei,13,69
5785,wdn,WU,14,22,Arizelocichla milanjensis,48,98
5786,wdn,WU,14,22,Arizelocichla milanjensis,42,100
5787,wdn,WU,14,22,Arizelocichla masukuensis,27,83
5788,wdn,WU,14,22,Arizelocichla masukuensis,27,82
5789,wdn,WU,14,22,Arizelocichla masukuensis,26,82
5790,wdn,WU,14,22,Arizelocichla masukuensis,28.5,82
5791,wdn,WU,14,22,Arizelocichla masukuensis,27.5,79
5792,wdn,WU,14,22,Arizelocichla masukuensis,27,80
5793,wdn,WU,14,22,Arizelocichla masukuensis,28.5,86
5794,wdn,WU,14,22,Phyllastrephus albigula,14.5,67
5795,wdn,WU,14,22,Pogonocichla stellata,17,82
5796,wdn,WU,14,22,Elminia albonotata,7,57
5797,wdn,WU,14,22,Phylloscopus ruficapilla,8.5,52
5798,wdn,WU,14,22,Batis mixta,13.5,62
5799,wdn,WU,14,22,Eurillas virens,21.5,77
5800,wdn,WU,14,22,Turdus roehli,66.5,113
5801,wdn,WU,14,22,Phyllastrephus cabanisi,26.5,82
5802,wdn,WU,14,22,Phyllastrephus cabanisi,24,79
5803,wdn,WU,14,22,Cyanomitra olivacea,10,64
5804,wdn,WU,14,22,Cyanomitra olivacea,7.5,54
5805,wdn,WU,14,22,Cyanomitra olivacea,9.5,59
5806,wdn,WU,14,22,Cyanomitra olivacea,10,60
5807,wdn,WU,14,22,Cyanomitra olivacea,10,56
5808,wdn,WU,14,22,Cyanomitra olivacea,9.5,55
5809,wdn,WU,14,22,Cyanomitra olivacea,9,55
5810,wdn,WU,14,22,Cyanomitra olivacea,8.5,56
5811,wdn,WU,14,22,Cyanomitra olivacea,10,60
5812,wdn,WU,14,22,Illadopsis rufipennis,33.5,75
5813,wdn,WU,14,22,Illadopsis rufipennis,25,67
5814,wdn,WU,14,22,Illadopsis rufipennis,27.5,72
5815,wdn,WU,14,22,Cryptospiza reichenovii,13,54
5816,wdn,WU,14,22,Sheppardia sharpei,10.5,NA
5817,wdn,WU,14,22,Arizelocichla milanjensis,42,97
5818,wdn,WU,14,22,Arizelocichla milanjensis,39,96
5819,wdn,WU,14,22,Arizelocichla milanjensis,38,89
5820,wdn,WU,14,22,Arizelocichla masukuensis,26,81
5821,wdn,WU,14,22,Arizelocichla masukuensis,28,76
5822,wdn,WU,14,22,Arizelocichla masukuensis,26.5,83
5823,wdn,WU,14,22,Arizelocichla masukuensis,28.5,82
5824,wdn,WU,14,22,Arizelocichla masukuensis,28,82
5825,wdn,WU,14,22,Arizelocichla masukuensis,25,81
5826,wdn,WU,14,22,Arizelocichla masukuensis,27.5,83
5827,wdn,WU,14,22,Arizelocichla masukuensis,28.5,86
5828,wdn,WU,14,22,Arizelocichla masukuensis,24.5,78
5829,wdn,WU,14,22,Arizelocichla masukuensis,29,83
5830,wdn,WU,14,22,Arizelocichla masukuensis,27,83
5831,wdn,WU,14,22,Arizelocichla masukuensis,23.5,81
5832,wdn,WU,14,22,Arizelocichla masukuensis,25.5,81
5833,wdn,WU,14,22,Modulatrix stictigula,31,NA
5834,wdn,WU,14,22,Phyllastrephus albigula,15,69
5835,wdn,WU,14,22,Pogonocichla stellata,16.5,73
5836,wdn,WU,14,22,Pogonocichla stellata,15,79
5837,wdn,WU,14,22,Elminia albonotata,7,57
5838,wdn,WU,14,22,Elminia albonotata,8,61
5839,wdn,WU,14,22,Elminia albonotata,8,62
5840,wdn,WU,14,22,Phylloscopus ruficapilla,9,53
5841,wdn,WU,14,22,Cinnyris usambaricus,7.5,52
5842,wdn,WU,14,22,Cinnyris usambaricus,7,50
5843,wdn,WU,14,22,Batis mixta,11.5,57
5844,wdn,WU,14,22,Columba larvata,172,154
5845,wdn,WU,14,22,Eurillas virens,26.5,86
5846,wdn,WU,14,22,Eurillas virens,24,80
5847,wdn,WU,14,22,Eurillas virens,24.5,79
5848,wdn,WU,14,22,Eurillas virens,25.5,87
5849,wdn,WU,14,22,Turdus roehli,57.5,113
5850,wdn,WU,14,22,Geokichla gurneyi,53.5,112
5851,wdn,WU,14,22,Phyllastrephus cabanisi,29.5,85
5852,wdn,WU,14,22,Cyanomitra olivacea,10,61
5853,wdn,WU,14,22,Cyanomitra olivacea,10,57
5854,wdn,WU,14,22,Cyanomitra olivacea,9,62
5855,wdn,WU,14,22,Cryptospiza reichenovii,13,53
5856,wdn,WU,14,22,Sheppardia sharpei,13,68
5857,wdn,WU,14,22,Arizelocichla milanjensis,38.5,99
5858,wdn,WU,14,22,Arizelocichla milanjensis,41.5,98
5859,wdn,WU,14,22,Arizelocichla masukuensis,27,80
5860,wdn,WU,14,22,Arizelocichla masukuensis,26,81
5861,wdn,WU,14,22,Arizelocichla masukuensis,26,81
5862,wdn,WU,14,22,Arizelocichla masukuensis,27,80
5863,wdn,WU,14,22,Arizelocichla masukuensis,28.5,81
5864,wdn,WU,14,22,Arizelocichla masukuensis,27.5,77
5865,wdn,WU,14,22,Turtur tympanistria,68,115
5866,wdn,WU,14,22,Phyllastrephus albigula,17,69
5867,wdn,WU,14,22,Phyllastrephus albigula,14.5,65
5868,wdn,WU,14,22,Chamaetylas fuelleborni,57,113
5869,wdn,WU,14,22,Chamaetylas fuelleborni,52.5,110
5870,wdn,WU,14,22,Chamaetylas fuelleborni,49,113
5871,wdn,WU,14,22,Pogonocichla stellata,16,75
5872,wdn,WU,14,22,Elminia albonotata,8,63
5873,wdn,WU,14,22,Phylloscopus ruficapilla,8.5,54
5874,wdn,WU,14,22,Phylloscopus ruficapilla,8,53
5875,wdn,WU,15,22,Bradypterus lopezi,17,57
5876,wdn,WU,15,22,Eurillas virens,25,85
5877,wdn,WU,15,22,Phyllastrephus cabanisi,24,75
5878,wdn,WU,15,22,Cyanomitra olivacea,9,55
5879,wdn,WU,15,22,Cyanomitra olivacea,8,56
5880,wdn,WU,15,22,Cyanomitra olivacea,8.5,57
5881,wdn,WU,15,22,Cyanomitra olivacea,10,60
5882,wdn,WU,15,22,Cyanomitra olivacea,10,60
5883,wdn,WU,15,22,Cyanomitra olivacea,10.5,61
5884,wdn,WU,15,22,Illadopsis rufipennis,26,73
5885,wdn,WU,15,22,Cryptospiza reichenovii,12.5,54
5886,wdn,WU,15,22,Cryptospiza reichenovii,13,55
5887,wdn,WU,15,22,Cryptospiza reichenovii,14,56
5888,wdn,WU,15,22,Sheppardia sharpei,13,NA
5889,wdn,WU,15,22,Sheppardia sharpei,12.5,65
5890,wdn,WU,15,22,Sheppardia sharpei,15.5,69
5891,wdn,WU,15,22,Sheppardia sharpei,16,70
5892,wdn,WU,15,22,Sheppardia sharpei,14.5,67
5893,wdn,WU,15,22,Arizelocichla milanjensis,41.5,98
5894,wdn,WU,15,22,Arizelocichla milanjensis,46,106
5895,wdn,WU,15,22,Arizelocichla milanjensis,44,96
5896,wdn,WU,15,22,Arizelocichla masukuensis,30.5,89
5897,wdn,WU,15,22,Arizelocichla masukuensis,27.5,84
5898,wdn,WU,15,22,Laniarius aethiopicus,44,86
5899,wdn,WU,15,22,Phyllastrephus albigula,15,70
5900,wdn,WU,15,22,Phyllastrephus albigula,14.2,65
5901,wdn,WU,15,22,Phyllastrephus albigula,17,69
5902,wdn,WU,15,22,Phyllastrephus albigula,14.5,71
5903,wdn,WU,15,22,Phyllastrephus albigula,14.4,69
5904,wdn,WU,15,22,Elminia albonotata,8.5,64
5905,wdn,WU,15,22,Elminia albonotata,7.5,60
5906,wdn,WU,15,22,Elminia albonotata,8,64
5907,wdn,WU,15,22,Elminia albonotata,7.5,59
5908,wdn,WU,15,22,Elminia albonotata,7.5,57
5909,wdn,WU,15,22,Elminia albonotata,9,62
5910,wdn,WU,15,22,Elminia albonotata,7.5,59
5911,wdn,WU,15,22,Phyllastrephus flavostriatus,34,104
5912,wdn,WU,15,22,Phyllastrephus flavostriatus,33,99
5913,wdn,WU,15,22,Phyllastrephus flavostriatus,25,86
5914,wdn,WU,15,22,Phylloscopus ruficapilla,8,52
5915,wdn,WU,15,22,Phylloscopus ruficapilla,7.5,51
5916,wdn,WU,15,22,Phylloscopus ruficapilla,9,58
5917,wdn,WU,15,22,Phylloscopus ruficapilla,9,54
5918,wdn,WU,15,22,Phylloscopus ruficapilla,7.5,50
5919,wdn,WU,15,22,Bradypterus lopezi,20,62
5920,wdn,WU,15,22,Cyanomitra olivacea,8.5,54
5921,wdn,WU,15,22,Cyanomitra olivacea,9,56
5922,wdn,WU,15,22,Illadopsis rufipennis,28,76
5923,wdn,WU,15,22,Illadopsis rufipennis,29.5,75
5924,wdn,WU,15,22,Artisornis metopias,8,47
5925,wdn,WU,15,22,Artisornis metopias,7.5,44
5926,wdn,WU,15,22,Sheppardia sharpei,14.5,68
5927,wdn,WU,15,22,Arizelocichla milanjensis,45.5,100
5928,wdn,WU,15,22,Arizelocichla milanjensis,44,94
5929,wdn,WU,15,22,Phyllastrephus albigula,14.5,66
5930,wdn,WU,15,22,Bradypterus lopezi,19,59
5931,wdn,WU,15,22,Linurgus olivaceus,21.5,72
5932,wdn,WU,15,22,Geokichla gurneyi,62.5,110
5933,wdn,WU,15,22,Sheppardia sharpei,12.5,65
5934,wdn,WU,15,22,Sheppardia sharpei,13.5,68
5935,wdn,WU,15,22,Phyllastrephus albigula,14.5,66
5936,wdn,WU,15,22,Phylloscopus ruficapilla,8,55
5937,wdn,WU,15,22,Phylloscopus ruficapilla,8,56
5938,wdn,WU,15,22,Ploceus bicolor,37,88
5939,wdn,WU,15,22,Cinnyris usambaricus,7,55
5940,wdn,WU,15,22,Eurillas virens,29.5,83
5941,wdn,WU,15,22,Turdus roehli,58,106
5942,wdn,WU,15,22,Phyllastrephus cabanisi,26,NA
5943,wdn,WU,15,22,Phyllastrephus cabanisi,30.5,85
5944,wdn,WU,15,22,Cyanomitra olivacea,9,61
5945,wdn,WU,15,22,Cyanomitra olivacea,9,61
5946,wdn,WU,15,22,Cyanomitra olivacea,10.5,60
5947,wdn,WU,15,22,Artisornis metopias,9,48
5948,wdn,WU,15,22,Cryptospiza reichenovii,11.5,54
5949,wdn,WU,15,22,Cryptospiza reichenovii,11.5,56
5950,wdn,WU,15,22,Cryptospiza reichenovii,11,54
5951,wdn,WU,15,22,Cryptospiza reichenovii,12.5,53
5952,wdn,WU,15,22,Cryptospiza reichenovii,14,53
5953,wdn,WU,15,22,Sheppardia sharpei,13,64
5954,wdn,WU,15,22,Arizelocichla milanjensis,46.5,108
5955,wdn,WU,15,22,Indicator variegatus,46,112
5956,wdn,WU,15,22,Phyllastrephus albigula,15,66
5957,wdn,WU,15,22,Phyllastrephus albigula,17.5,71
5958,wdn,WU,15,22,Phyllastrephus albigula,15.5,67
5959,wdn,WU,15,22,Chamaetylas fuelleborni,58,115
5960,wdn,WU,15,22,Chamaetylas fuelleborni,51.5,113
5961,wdn,WU,15,22,Chamaetylas fuelleborni,50,110
5962,wdn,WU,15,22,Elminia albonotata,8,60
5963,wdn,WU,15,22,Phyllastrephus flavostriatus,31.5,98
5964,wdn,WU,15,22,Phylloscopus ruficapilla,8,NA
5965,wdn,WU,15,22,Phylloscopus ruficapilla,8.5,55
5966,wdn,WU,15,22,Ploceus bicolor,36.5,89
5967,wdn,WU,15,22,Bradypterus lopezi,20.5,63
5968,wdn,WU,15,22,Bradypterus lopezi,20,61
5969,wdn,WU,15,22,Columba larvata,156,149
5970,wdn,WU,15,22,Phyllastrephus cabanisi,24.5,81
5971,wdn,WU,15,22,Phyllastrephus cabanisi,24,76
5972,wdn,WU,15,22,Phyllastrephus cabanisi,28,86
5973,wdn,WU,15,22,Artisornis metopias,9.5,46
5974,wdn,WU,15,22,Cryptospiza reichenovii,12,54
5975,wdn,WU,15,22,Cryptospiza reichenovii,12.5,53
5976,wdn,WU,15,22,Cryptospiza reichenovii,12.5,54
5977,wdn,WU,15,22,Cryptospiza reichenovii,12,55
5978,wdn,WU,15,22,Sheppardia sharpei,13.5,64
5979,wdn,WU,15,22,Sheppardia sharpei,13.5,69
5980,wdn,WU,15,22,Arizelocichla masukuensis,29.5,86
5981,wdn,WU,15,22,Arizelocichla masukuensis,26.5,83
5982,wdn,WU,15,22,Arizelocichla masukuensis,26.5,85
5983,wdn,WU,15,22,Arizelocichla masukuensis,24,82
5984,wdn,WU,15,22,Modulatrix stictigula,33.5,86
5985,wdn,WU,15,22,Turtur tympanistria,77.5,115
5986,wdn,WU,15,22,Phyllastrephus albigula,15.5,70
5987,wdn,WU,15,22,Phyllastrephus albigula,15,67
5988,wdn,WU,15,22,Phyllastrephus albigula,15.5,70
5989,wdn,WU,15,22,Elminia albonotata,8.5,64
5990,wdn,WU,15,22,Phyllastrephus flavostriatus,26,85
5991,wdn,WU,15,22,Phylloscopus ruficapilla,7.5,50
5992,wdn,WU,15,22,Phylloscopus ruficapilla,8,55
5993,wdn,WU,15,22,Columba larvata,156,150
5994,wdn,WU,15,22,Columba larvata,158,141
5995,wdn,WU,15,22,Eurillas virens,23,81
5996,wdn,WU,15,22,Phyllastrephus cabanisi,24.5,78
5997,wdn,WU,15,22,Chloropicus griseocephalus,40,102
5998,wdn,WU,15,22,Illadopsis rufipennis,26,68
5999,wdn,WU,15,22,Sheppardia sharpei,14,NA
6000,wdn,WU,15,22,Sheppardia sharpei,13.5,66
6001,wdn,WU,15,22,Sheppardia sharpei,14,66
6002,wdn,WU,15,22,Arizelocichla milanjensis,39.5,92
6003,wdn,WU,15,22,Arizelocichla masukuensis,26.5,NA
6004,wdn,WU,15,22,Turtur tympanistria,74,117
6005,wdn,WU,15,22,Phylloscopus ruficapilla,8,55
6006,wdn,WU,15,22,Phylloscopus ruficapilla,8.5,49
6007,wdn,WU,15,22,Phylloscopus ruficapilla,8.5,54
6008,wdn,EU,15,16,Eurillas virens,25,86
6009,wdn,EU,15,16,Eurillas virens,26,83
6010,wdn,EU,15,16,Eurillas virens,25,83
6011,wdn,EU,15,16,Eurillas virens,26.5,84
6012,wdn,EU,15,16,Eurillas virens,26,86
6013,wdn,EU,15,16,Eurillas virens,28.5,84
6014,wdn,EU,15,16,Eurillas virens,25,79
6015,wdn,EU,15,16,Turdus roehli,75,114
6016,wdn,EU,15,16,Turdus roehli,60,108
6017,wdn,EU,15,16,Turdus roehli,69.5,110
6018,wdn,EU,15,16,Turdus roehli,61.5,110
6019,wdn,EU,15,16,Geokichla gurneyi,54.5,110
6020,wdn,EU,15,16,Geokichla gurneyi,59,110
6021,wdn,EU,15,16,Phyllastrephus cabanisi,31.5,82
6022,wdn,EU,15,16,Cyanomitra olivacea,8,54
6023,wdn,EU,15,16,Cyanomitra olivacea,9,60
6024,wdn,EU,15,16,Cyanomitra olivacea,8.5,54
6025,wdn,EU,15,16,Cyanomitra olivacea,9.5,61
6026,wdn,EU,15,16,Cyanomitra olivacea,11,60
6027,wdn,EU,15,16,Cyanomitra olivacea,9.5,55
6028,wdn,EU,15,16,Neocossyphus rufus,59,118
6029,wdn,EU,15,16,Sheppardia sharpei,14,69
6030,wdn,EU,15,16,Arizelocichla masukuensis,25.5,NA
6031,wdn,EU,15,16,Arizelocichla masukuensis,28.5,79
6032,wdn,EU,15,16,Arizelocichla masukuensis,27,83
6033,wdn,EU,15,16,Arizelocichla masukuensis,28,82
6034,wdn,EU,15,16,Arizelocichla masukuensis,30,83
6035,wdn,EU,15,16,Arizelocichla masukuensis,28,84
6036,wdn,EU,15,16,Phyllastrephus albigula,18,65
6037,wdn,EU,15,16,Chamaetylas fuelleborni,51,114
6038,wdn,EU,15,16,Chamaetylas fuelleborni,58.5,117
6039,wdn,EU,15,16,Elminia albonotata,8.5,62
6040,wdn,EU,15,16,Phyllastrephus flavostriatus,35.5,100
6041,wdn,EU,15,16,Phylloscopus ruficapilla,7.5,49
6042,wdn,EU,15,16,Phylloscopus ruficapilla,9,52
6043,wdn,EU,15,16,Smithornis capensis,21,68
6044,wdn,EU,15,16,Eurillas virens,24.5,NA
6045,wdn,EU,15,16,Eurillas virens,21.5,80
6046,wdn,EU,15,16,Geokichla gurneyi,60.5,109
6047,wdn,EU,15,16,Geokichla gurneyi,60.5,114
6048,wdn,EU,15,16,Cyanomitra olivacea,8.5,63
6049,wdn,EU,15,16,Cyanomitra olivacea,9,61
6050,wdn,EU,15,16,Spermophaga ruficapilla,20,69
6051,wdn,EU,15,16,Sheppardia sharpei,12.5,NA
6052,wdn,EU,15,16,Arizelocichla milanjensis,39.5,95
6053,wdn,EU,15,16,Arizelocichla masukuensis,30,82
6054,wdn,EU,15,16,Arizelocichla masukuensis,28,81
6055,wdn,EU,15,16,Arizelocichla masukuensis,27,88
6056,wdn,EU,15,16,Arizelocichla masukuensis,29,85
6057,wdn,EU,15,16,Phyllastrephus albigula,14,67
6058,wdn,EU,15,16,Phyllastrephus albigula,17.5,66
6059,wdn,EU,15,16,Phyllastrephus albigula,12.5,67
6060,wdn,EU,15,16,Chamaetylas fuelleborni,57,110
6061,wdn,EU,15,16,Smithornis capensis,18.5,65
6062,wdn,EU,15,16,Phyllastrephus cabanisi,28,87
6063,wdn,EU,15,16,Cyanomitra olivacea,8,58
6064,wdn,EU,15,16,Cyanomitra olivacea,8.5,56
6065,wdn,EU,15,16,Arizelocichla milanjensis,35.5,93
6066,wdn,EU,15,16,Arizelocichla milanjensis,39,98
6067,wdn,EU,15,16,Arizelocichla masukuensis,25,84
6068,wdn,EU,15,16,Phyllastrephus albigula,16,72
6069,wdn,EU,15,16,Chamaetylas fuelleborni,49,115
6070,wdn,EU,15,16,Chamaetylas fuelleborni,54,113
6071,wdn,EU,15,16,Phyllastrephus flavostriatus,25,92
6072,wdn,EU,15,16,Phylloscopus ruficapilla,7.5,52
6073,wdn,EU,15,16,Smithornis capensis,19.5,67
6074,wdn,EU,15,16,Batis mixta,12,62
6075,wdn,EU,15,16,Batis mixta,9.5,59
6076,wdn,EU,15,16,Batis mixta,11,61
6077,wdn,EU,15,16,Batis mixta,12,61
6078,wdn,EU,15,16,Batis mixta,12.5,62
6079,wdn,EU,15,16,Stactolaema olivacea,43,91
6080,wdn,EU,15,16,Eurillas virens,25.5,84
6081,wdn,EU,15,16,Eurillas virens,27.5,87
6082,wdn,EU,15,16,Eurillas virens,26.5,86
6083,wdn,EU,15,16,Eurillas virens,25,83
6084,wdn,EU,15,16,Eurillas virens,22.5,80
6085,wdn,EU,15,16,Eurillas virens,21,79
6086,wdn,EU,15,16,Eurillas virens,26.5,83
6087,wdn,EU,15,16,Geokichla gurneyi,57,NA
6088,wdn,EU,15,16,Geokichla gurneyi,59.5,113
6089,wdn,EU,15,16,Geokichla gurneyi,60,115
6090,wdn,EU,15,16,Phyllastrephus cabanisi,24.5,NA
6091,wdn,EU,15,16,Phyllastrephus cabanisi,24,NA
6092,wdn,EU,15,16,Phyllastrephus cabanisi,24.5,76
6093,wdn,EU,15,16,Phyllastrephus cabanisi,27.5,85
6094,wdn,EU,15,16,Cyanomitra olivacea,8.5,61
6095,wdn,EU,15,16,Cyanomitra olivacea,10,61
6096,wdn,EU,15,16,Cyanomitra olivacea,8.5,53
6097,wdn,EU,15,16,Cyanomitra olivacea,9,58
6098,wdn,EU,15,16,Cyanomitra olivacea,10,64
6099,wdn,EU,15,16,Cyanomitra olivacea,9,60
6100,wdn,EU,15,16,Cyanomitra olivacea,8,56
6101,wdn,EU,15,16,Cyanomitra olivacea,8.5,55
6102,wdn,EU,15,16,Cyanomitra olivacea,8.5,56
6103,wdn,EU,15,16,Cyanomitra olivacea,8,62
6104,wdn,EU,15,16,Cyanomitra olivacea,9.5,61
6105,wdn,EU,15,16,Cyanomitra olivacea,7.5,55
6106,wdn,EU,15,16,Cyanomitra olivacea,9.5,56
6107,wdn,EU,15,16,Cyanomitra olivacea,9.5,52
6108,wdn,EU,15,16,Cyanomitra olivacea,9.5,56
6109,wdn,EU,15,16,Cyanomitra olivacea,8,54
6110,wdn,EU,15,16,Illadopsis rufipennis,24.5,68
6111,wdn,EU,15,16,Illadopsis rufipennis,28.5,73
6112,wdn,EU,15,16,Terpsiphone viridis,14,85
6113,wdn,EU,15,16,Terpsiphone viridis,13.5,82
6114,wdn,EU,15,16,Terpsiphone viridis,14,81
6115,wdn,EU,15,16,Sheppardia sharpei,13,66
6116,wdn,EU,15,16,Arizelocichla milanjensis,44,101
6117,wdn,EU,15,16,Arizelocichla masukuensis,25.5,79
6118,wdn,EU,15,16,Arizelocichla masukuensis,24.5,81
6119,wdn,EU,15,16,Arizelocichla masukuensis,24,83
6120,wdn,EU,15,16,Arizelocichla masukuensis,27.5,84
6121,wdn,EU,15,16,Dicrurus ludwigii,28.5,106
6122,wdn,EU,15,16,Phyllastrephus albigula,15.5,70
6123,wdn,EU,15,16,Phyllastrephus albigula,13,60
6124,wdn,EU,15,16,Chamaetylas fuelleborni,59.5,116
6125,wdn,EU,15,16,Chamaetylas fuelleborni,56.5,115
6126,wdn,EU,15,16,Chamaetylas fuelleborni,54,115
6127,wdn,EU,15,16,Chamaetylas fuelleborni,54,113
6128,wdn,EU,15,16,Chamaetylas fuelleborni,50,113
6129,wdn,EU,15,16,Chamaetylas fuelleborni,57.5,114
6130,wdn,EU,15,16,Chamaetylas fuelleborni,55.5,116
6131,wdn,EU,15,16,Chamaetylas fuelleborni,50.5,107
6132,wdn,EU,15,16,Elminia albonotata,7.5,57
6133,wdn,EU,15,16,Phyllastrephus flavostriatus,32,98
6134,wdn,EU,15,16,Phyllastrephus flavostriatus,26.5,88
6135,wdn,EU,15,16,Phyllastrephus flavostriatus,29,85
6136,wdn,EU,15,16,Phylloscopus ruficapilla,8.5,56
6137,wdn,EU,15,16,Phylloscopus ruficapilla,8,56
6138,wdn,EU,15,16,Phylloscopus ruficapilla,8.5,55
6139,wdn,EU,15,16,Phylloscopus ruficapilla,7.5,49
6140,wdn,EU,15,16,Eurillas virens,23,81
6141,wdn,EU,15,16,Eurillas virens,23,82
6142,wdn,EU,15,16,Eurillas virens,25,86
6143,wdn,EU,15,16,Eurillas virens,23,83
6144,wdn,EU,15,16,Turdus roehli,64.5,113
6145,wdn,EU,15,16,Turdus roehli,62,114
6146,wdn,EU,15,16,Cyanomitra olivacea,8.5,62
6147,wdn,EU,15,16,Arizelocichla masukuensis,27.5,84
6148,wdn,EU,15,16,Arizelocichla masukuensis,25.5,84
6149,wdn,EU,15,16,Arizelocichla masukuensis,25.5,77
6150,wdn,EU,15,16,Arizelocichla masukuensis,28.5,86
6151,wdn,EU,15,16,Arizelocichla masukuensis,27.5,80
6152,wdn,EU,15,16,Elminia albonotata,8,64
6153,wdn,EU,15,16,Elminia albonotata,8.5,59
6154,wdn,EU,15,16,Phylloscopus ruficapilla,9,54
6155,wdn,EU,15,16,Batis mixta,12,NA
6156,wdn,EU,15,16,Batis mixta,13,60
6157,wdn,EU,15,16,Columba larvata,140,142
6158,wdn,EU,15,16,Eurillas virens,23.5,82
6159,wdn,EU,15,16,Eurillas virens,23.5,78
6160,wdn,EU,15,16,Eurillas virens,24,86
6161,wdn,EU,15,16,Eurillas virens,23.5,79
6162,wdn,EU,15,16,Eurillas virens,24.5,84
6163,wdn,EU,15,16,Eurillas virens,23.5,79
6164,wdn,EU,15,16,Eurillas virens,26,85
6165,wdn,EU,15,16,Geokichla gurneyi,59.5,113
6166,wdn,EU,15,16,Phyllastrephus cabanisi,26,80
6167,wdn,EU,15,16,Cyanomitra olivacea,10,59
6168,wdn,EU,15,16,Cyanomitra olivacea,8.5,56
6169,wdn,EU,15,16,Illadopsis rufipennis,30.5,74
6170,wdn,EU,15,16,Sheppardia sharpei,15,65
6171,wdn,EU,15,16,Arizelocichla milanjensis,40,95
6172,wdn,EU,15,16,Arizelocichla milanjensis,40.5,92
6173,wdn,EU,15,16,Arizelocichla masukuensis,23.5,79
6174,wdn,EU,15,16,Arizelocichla masukuensis,25,78
